id,type,label,category,year,journal
"METH_uniaxial_deformation_through_yield_point","Method","uniaxial deformation through yield point to failur","method","",""
"INST_The_Pennsylvania_State_University","Institution","The Pennsylvania State University","institution","",""
"P371","Paper","Piezoionic Elastomers by Phase and Interface Engineering for High-Performance Energy-Harvesting Iono","ionic_material","","(Not fully extracted from supporting information)"
"MAT_C_mpyr_TFSI_","Material","C₂mpyr TFSI)","material","",""
"METH_piezoionic_energy_harvesting_testing","Method","piezoionic energy harvesting testing","method","",""
"INST_Donghua_University__Shanghai_","Institution","Donghua University (Shanghai)","institution","",""
"P372","Paper","SAXS Measurements of the Interface in Polyacrylate and Epoxy Interpenetrating Networks with Fractal ","polymer_crystallization","1997","Polymer 38(18) (1997) 4571–4575"
"MAT_two_component_IPN_systems","Material","two-component IPN systems","material","",""
"METH_fractal_dimension_analysis","Method","fractal dimension analysis","method","",""
"METH_Porod_s_law_comparison","Method","Porod's law comparison","method","",""
"P373","Paper","A Multiscale Investigation on the Mechanism of Shape Recovery for IPDI to PPDI Hard Segment Substitu","tpu_elastomer","","Macromolecules (not fully extracted)"
"MAT_IPDI__gradually_substituted_for_PPDI__1","Material","IPDI  gradually substituted for PPDI (1","material","",""
"MAT_4_phenylene_diisocyanate__in_hard_segmen","Material","4-phenylene diisocyanate) in hard segments","material","",""
"INST_Ningbo_Institute_of_Material_Technology_","Institution","Ningbo Institute of Material Technology and Engineering","institution","",""
"P374","Paper","Deformation Mechanism of Poly(3-alkylthiophene) Studied by In Situ X-ray Scattering and Texture Anal","polymer_crystallization","2018","Macromolecules 2018, 51, 8306–8315"
"MAT_Poly__and_poly","Material","Poly  and poly","material","",""
"MAT_conjugated_polymers_with_anisotropic_int","Material","conjugated polymers with anisotropic interchain interactions","material","",""
"METH_In_situ_X_ray_scattering_during_stretchi","Method","In situ X-ray scattering during stretching","method","",""
"METH_pole_figure_analysis","Method","pole figure analysis","method","",""
"INST_Institute_of_Chemistry","Institution","Institute of Chemistry","institution","",""
"P375","Paper","SAXS and USAXS on the High Brilliance Beamline at the ESRF","polymer_crystallization","2001","Nuclear Instruments and Methods in Physics Research A 467–468 (2001) 1005–1009"
"MAT_Various_weakly_scattering_biological_and","Material","Various weakly scattering biological and soft matter samples","material","",""
"METH_image_intensified_CCD_detector","Method","image-intensified CCD detector","method","",""
"INST_European_Synchrotron_Radiation_Facility_","Institution","European Synchrotron Radiation Facility (ESRF)","institution","",""
"P376","Paper","Ionogels Reinforced by Ionophobic Coordination","self_healing","","Advanced Materials (not fully extracted)"
"MAT_dual_Tg_design","Material","dual Tg design","material","",""
"METH_respiratory_monitoring","Method","respiratory monitoring","method","",""
"METH_wireless_platform_integration","Method","wireless platform integration","method","",""
"P377","Paper","Molecular Mobility, Ion Mobility, and Mobile Ion Concentration in Poly(ethylene oxide)-Based Polyure","rheology","2008","Macromolecules 2008, 41, 5723–5728"
"METH_electrode_polarization_model_for_mobile_","Method","electrode polarization model for mobile ion concen","method","",""
"METH_ion_association_model","Method","ion association model","method","",""
"INST_The_Pennsylvania_State_University__Mater","Institution","The Pennsylvania State University (Materials Science and Engineering)","institution","",""
"P378","Paper","A Hyperelastic Hydrogel with an Ultralarge Reversible Biaxial Strain","hydrogel","","Science (not fully extracted)"
"MAT_pearl_necklace_chain__conformations","Material","pearl-necklace chain  conformations","material","",""
"P379","Paper","A Close Look at the Local Structure of Functional Polymers: The Example of Poly(Vinylidene Fluoride)","piezoelectric","2025","Advanced Functional Materials (2025, DOI: 10.1002/adfm.202422354)"
"MAT_ferroelectric_polymer","Material","ferroelectric polymer","material","",""
"MAT___crystal_polymorphs","Material","γ crystal polymorphs","material","",""
"METH_quantitative_analysis_of_chain_segment_c","Method","quantitative analysis of chain segment conformatio","method","",""
"METH_spatial_distribution_analysis","Method","spatial distribution analysis","method","",""
"INST_Georgia_Institute_of_Technology","Institution","Georgia Institute of Technology","institution","",""
"P380","Paper","How to Characterize Supramolecular Polymers: A User Guide","self_healing","2025","ACS Polymers Au (2025, DOI: 10.1021/acspolymersau.5c00153)"
"MAT_Supramolecular_polymers","Material","Supramolecular polymers","material","",""
"MAT_noncovalent_interactions______stacking","Material","noncovalent interactions (π-π stacking","material","",""
"MAT_H_bonding","Material","H-bonding","material","",""
"MAT_metal_coordination","Material","metal coordination","material","",""
"MAT_van_der_Waals","Material","van der Waals","material","",""
"MAT_hydrophobic","Material","hydrophobic","material","",""
"MAT_host_guest_","Material","host-guest)","material","",""
"METH_COSY","Method","COSY","method","",""
"METH_NOESY","Method","NOESY","method","",""
"METH_ROESY","Method","ROESY","method","",""
"METH_ESI","Method","ESI","method","",""
"METH_MALDI","Method","MALDI","method","",""
"METH_APCI_mass_spectrometry","Method","APCI mass spectrometry","method","",""
"P381","Paper","Re-entry with Rate and Temperature of Brittle−Ductile Transition in Glassy Polymers","other","2025","Macromolecules (2025, DOI: 10.1021/acs.macromol.5c01751)"
"MAT_Bisphenol_A_polycarbonate","Material","Bisphenol A polycarbonate","material","",""
"METH_rate","Method","rate","method","",""
"METH_geometry_variation_","Method","geometry variation)","method","",""
"METH_cross_linking","Method","cross-linking","method","",""
"METH_BDT_analysis","Method","BDT analysis","method","",""
"METH_LDWO_hypothesis_comparison","Method","LDWO hypothesis comparison","method","",""
"P382","Paper","Impact of Chain Length on PCL Dielectric β-Relaxation: Decoupling the Roles of Chain Ends, Main Chai","polymer_crystallization","2025","Macromolecules (2025, DOI: 10.1021/acs.macromol.5c01395)"
"MAT_semicrystalline_biodegradable_polymer","Material","semicrystalline biodegradable polymer","material","",""
"P383","Paper","Flaw-Tolerant Fracture Enabled by Liquid-like Elasticity in Liquid Crystal Elastomers","lce","2025","ACS Materials Letters 2025, 7, 2805–2813"
"METH_Tensile_tearing_tests","Method","Tensile tearing tests","method","",""
"METH_notched_specimen_testing","Method","notched specimen testing","method","",""
"METH_strain_homogenization_analysis","Method","strain homogenization analysis","method","",""
"METH_comparison_with_conventional_elastomers","Method","comparison with conventional elastomers","method","",""
"P384","Paper","Anti-Fatigue-Fracture Hydrogels","hydrogel","2019","Science Advances 2019 (Research Article)"
"MAT_crystalline_domain_cross_links","Material","crystalline domain cross-links","material","",""
"METH_Freeze_thaw_cycling","Method","Freeze-thaw cycling","method","",""
"METH_kirigami_hydrogel_sheet_fabrication","Method","kirigami hydrogel sheet fabrication","method","",""
"INST_Massachusetts_Institute_of_Technology__M","Institution","Massachusetts Institute of Technology (MIT)","institution","",""
"P385","Paper","Time is Length in Self-Similar Logarithmic Aging of Physically Cross-Linked Semiflexible Polymer Net","polymer_simulation","1581","Physical Review Letters 135, 158101 (2025) — Editors' Suggestion"
"MAT_Physically_cross_linked_networks_of_semi","Material","Physically cross-linked networks of semiflexible polymers","material","",""
"MAT_bead_spring_model__1000_chains","Material","bead-spring model (1000 chains","material","",""
"MAT_30_beads_each_","Material","30 beads each)","material","",""
"MAT_cohesive_energy___bending_stiffness","Material","cohesive energy + bending stiffness","material","",""
"METH_aging_dynamics_analysis","Method","aging dynamics analysis","method","",""
"METH_self_similarity_verification","Method","self-similarity verification","method","",""
"METH_length_scale_characterization__persisten","Method","length scale characterization (persistence length","method","",""
"METH_chord_lengths_","Method","chord lengths)","method","",""
"INST_University_of_Reading","Institution","University of Reading","institution","",""
"P386","Paper","Slip-Link Theory Predicts Entangled, Star-Branched Relaxation Measurably Different from Tube Model P","rheology","2025","Macromolecules (2025, DOI: 10.1021/acs.macromol.5c01583)"
"MAT_star_polymers_with_up_to_12_entanglement","Material","star polymers with up to 12 entanglements per arm","material","",""
"METH_Slip_link_model","Method","Slip-link model","method","",""
"METH_relaxation_spectrum_calculation","Method","relaxation spectrum calculation","method","",""
"METH_zero_shear_rate_viscosity_comparison_wit","Method","zero-shear-rate viscosity comparison with experime","method","",""
"P387","Paper","Direct Characterization of Mechanical Properties in Fully Free-Standing Polymeric Electronic Films f","polymer_crystallization","2025","Macromolecules (2025, DOI: 10.1021/acs.macromol.5c00747)"
"MAT_Crystalline_polymer_semiconductor_P3PT","Material","Crystalline polymer semiconductor P3PT","material","",""
"MAT_semicrystalline_PDPP3T","Material","semicrystalline PDPP3T","material","",""
"MAT_semiparacrystalline_PM6","Material","semiparacrystalline PM6","material","",""
"MAT_nearly_amorphous_IDTBT","Material","nearly amorphous IDTBT","material","",""
"MAT_insulating_polymer_SEBS","Material","insulating polymer SEBS","material","",""
"METH_FAST__method","Method","FAST  method","method","",""
"METH_geometric_dimensions","Method","geometric dimensions","method","",""
"METH_cross_validation_with_multiple_polymers","Method","cross-validation with multiple polymers","method","",""
"P390","Paper","Viscoelastic Properties of Physically Crosslinked Networks. Part 2. Dynamic Mechanical Moduli","rheology","1992","Journal of Non-Newtonian Fluid Mechanics 43 (1992) 273–288"
"MAT_Transient_networks_of_uniform_polymer_ch","Material","Transient networks of uniform polymer chains reversibly cros","material","",""
"MAT_three_network_types__covalent","Material","three network types: covalent","material","",""
"MAT_thermo_reversible","Material","thermo-reversible","material","",""
"MAT_entangled","Material","entangled","material","",""
"METH_dynamic_mechanical_moduli_derivation","Method","dynamic mechanical moduli derivation","method","",""
"METH_G__","Method","G")","method","",""
"METH_Cox_Merz_rule_test","Method","Cox-Merz rule test","method","",""
"P391","Paper","Fatigue Failure in Glasses under Cyclic Shear Deformation","polymer_simulation","2026","Nature Physics (2026, DOI: 10.1038/s41567-026-03174-x)"
"MAT_Glasses__under_cyclic_shear_deformation","Material","Glasses  under cyclic shear deformation","material","",""
"METH_Computer_simulations","Method","Computer simulations","method","",""
"METH_power_law_divergence_analysis","Method","power-law divergence analysis","method","",""
"METH_damage_quantification__plastic_rearrange","Method","damage quantification (plastic rearrangements","method","",""
"METH_energy_dissipation_","Method","energy dissipation)","method","",""
"METH_percolation_transition_analysis","Method","percolation transition analysis","method","",""
"INST_Jawaharlal_Nehru_Centre_for_Advanced_Sci","Institution","Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR)","institution","",""
"P392","Paper","Conformation of Ionomers in Uniaxial Elongation Deformation","ionic_material","2025","Macromolecules (2025, DOI: 10.1021/acs.macromol.5c00924)"
"MAT_varying_degrees_of_polymerization","Material","varying degrees of polymerization","material","",""
"MAT_ionic_clusters_as_transient_cross_links","Material","ionic clusters as transient cross-links","material","",""
"METH_extensional_flow_analysis","Method","extensional flow analysis","method","",""
"METH_chain_orientation_tracking","Method","chain orientation tracking","method","",""
"METH_end_to_end_distance_and_ionic_cluster_mo","Method","end-to-end distance and ionic cluster monitoring","method","",""
"P393","Paper","Segmental Dynamics and Vitrification in Associating Copolymer Melts: Role of Cluster Formation, Micr","rheology","2025","Macromolecules (2025, DOI: 10.1021/acs.macromol.5c02893)"
"MAT_Associating_copolymer_melts_with_high_at","Material","Associating copolymer melts with high attractive sticker fra","material","",""
"MAT_local_clustering_and_disordered_micropha","Material","local clustering and disordered microphase ordering","material","",""
"METH_Microscopic_statistical_mechanical_theor","Method","Microscopic statistical mechanical theory (Elastic","method","",""
"METH_ECNLE_","Method","ECNLE)","method","",""
"METH_activated_segmental_relaxation_analysis","Method","activated segmental relaxation analysis","method","",""
"METH_sticker_clustering_microdomain_correlati","Method","sticker clustering/microdomain correlation effects","method","",""
"INST_University_of_Illinois_at_Urbana_Champai","Institution","University of Illinois at Urbana-Champaign (Schweizer group)","institution","",""
"P394","Paper","Entanglements and Fracture in Polymers","hydrogel","","Chemical Reviews (special issue "Tough Gels")"
"MAT_Gels","Material","Gels","material","",""
"MAT_various_polymer_topologies__linear","Material","various polymer topologies (linear","material","",""
"MAT_ring","Material","ring","material","",""
"MAT_slide_ring","Material","slide-ring","material","",""
"MAT_polyrotaxane_","Material","polyrotaxane)","material","",""
"MAT_trapped_and_transient_entanglements","Material","trapped and transient entanglements","material","",""
"METH_Comprehensive_review_covering__fracture_","Method","Comprehensive review covering: fracture properties","method","",""
"METH_strength","Method","strength","method","",""
"METH_stretchability","Method","stretchability","method","",""
"METH_work_of_fracture","Method","work of fracture","method","",""
"METH_fatigue_threshold","Method","fatigue threshold","method","",""
"METH_endurance_limit_","Method","endurance limit)","method","",""
"METH_theories__Lake_Thomas","Method","theories (Lake-Thomas","method","",""
"METH_Mikos_Peppas","Method","Mikos-Peppas","method","",""
"METH_shear_lag","Method","shear lag","method","",""
"METH_Mazich_Samus_","Method","Mazich-Samus)","method","",""
"P395","Paper","Nonlocal Intrinsic Fracture Energy of Polymerlike Networks","polymer_simulation","2281","Physical Review Letters 131, 228102 (2023)"
"MAT_Polymerlike_networks__with_varying_defec","Material","Polymerlike networks  with varying defects","material","",""
"MAT_dispersity","Material","dispersity","material","",""
"MAT_topologies","Material","topologies","material","",""
"MAT_and_length_scales","Material","and length scales","material","",""
"METH_Experiments","Method","Experiments","method","",""
"METH_simulations","Method","simulations","method","",""
"METH_Lake_Thomas_model_comparison","Method","Lake-Thomas model comparison","method","",""
"METH_nonlocal_energy_dissipation_analysis","Method","nonlocal energy dissipation analysis","method","",""
"P396","Paper","Two-Population Rouse Models for Polymer Segmental Dynamics in Nanocomposites","rheology","0154","Physical Review E 113, 015405 (2026)"
"MAT_Polymer_nanocomposite__poly____silica_na","Material","Polymer nanocomposite: poly  + silica nanoparticles","material","",""
"METH_two_population_Rouse_model_analysis","Method","two-population Rouse model analysis","method","",""
"METH_suppressed_Rouse_model_for_interfacial_c","Method","suppressed Rouse model for interfacial constraints","method","",""
"P397","Paper","Chain-Length-Dependent Correlated Molecular Motion in Polymers","glass_transition","2181","Physical Review Letters 135, 218101 (2025)"
"MAT_PPG_DME","Material","PPG-DME","material","",""
"METH_four_point_correlation_function_G4_r","Method","four-point correlation function G4(r","method","",""
"METH_t__analysis","Method","t) analysis","method","",""
"METH_dynamic_susceptibility__4","Method","dynamic susceptibility χ4","method","",""
"METH_KWW_fitting_of_relaxation_data","Method","KWW fitting of relaxation data","method","",""
"INST_University_of_Leeds","Institution","University of Leeds","institution","",""
"P398","Paper","Impact of Network Architecture and Cross-Link Aggregation on the Crystallization Behavior of a Polyp","polymer_crystallization","2025","Macromolecules (2025)"
"METH_Avrami_crystallization_kinetics_analysis","Method","Avrami crystallization kinetics analysis","method","",""
"INST_University_of_Houston","Institution","University of Houston","institution","",""
"P399","Paper","Unified Memory Kernel for Polymer Dynamics: Coupling Hydrodynamic and Excluded Volume Effects in Gen","polymer_simulation","2025","Macromolecules (2025)"
"MAT_Model_polymer_chains_in_various_solvent_","Material","Model polymer chains in various solvent conditions (theta","material","",""
"MAT_poor_solvents_","Material","poor solvents)","material","",""
"METH_Generalized_Langevin_equation__theoretic","Method","Generalized Langevin equation  theoretical derivat","method","",""
"METH_Langevin_dynamics_simulations","Method","Langevin dynamics simulations","method","",""
"METH_autocorrelation_function_Crr_and_force_p","Method","autocorrelation function Crr and force-position cr","method","",""
"METH_mode_expansion","Method","mode expansion","method","",""
"INST_Chinese_Academy_of_Sciences__Changchun_I","Institution","Chinese Academy of Sciences (Changchun Institute of Applied Chemistry)","institution","",""
"P400","Paper","Tensile Strain Softening of Associative Polymer Networks: Understanding Nonlinear Mechanics","supramolecular","2025","Macromolecules (2025)"
"MAT_Metallo_supramolecular_networks_with_pen","Material","Metallo-supramolecular networks with pendant group cross-lin","material","",""
"MAT_different_metal_ions","Material","different metal ions","material","",""
"MAT_low_degree_of_entanglements","Material","low degree of entanglements","material","",""
"METH_sticky_Rouse_model_analysis","Method","sticky Rouse model analysis","method","",""
"METH_KWW_fitting_of_relaxation_times","Method","KWW fitting of relaxation times","method","",""
"P401","Paper","Temperature Dependence of Polymer Network Diffusion","other","2378","Physical Review Letters 127, 237801 (2021)"
"MAT_Tetra_arm_polymer_gels_with_controlled_h","Material","Tetra-arm polymer gels with controlled homogeneous network s","material","",""
"MAT_varying_network_connectivity_p__and_poly","Material","varying network connectivity p  and polymer concentration c","material","",""
"METH_Dynamic_light_scattering__to_measure_col","Method","Dynamic light scattering  to measure collective di","method","",""
"METH_extrapolation_to_gelation_point","Method","extrapolation to gelation point","method","",""
"P402","Paper","Elastic Properties of Polycatenane Chains and Ribbons","polymer_simulation","0154","Physical Review E 113, 015404 (2026)"
"MAT_Polycatenane_chains__and_catenane_ribbon","Material","Polycatenane chains  and catenane ribbons","material","",""
"MAT_modeled_with_rigid_rings","Material","modeled with rigid rings","material","",""
"METH_Monte_Carlo_computer_simulations","Method","Monte Carlo computer simulations","method","",""
"METH_force_extension_measurements","Method","force-extension measurements","method","",""
"METH_torsional_stiffness_characterization_via","Method","torsional stiffness characterization via applied t","method","",""
"INST_University_of_Prince_Edward_Island","Institution","University of Prince Edward Island","institution","",""
"P403","Paper","Polymer Chain Conformation Triggers Electro-osmotic Flow in Uncharged Nanochannels","polymer_simulation","2025","Macromolecules (2025)"
"METH_parametric_studies_varying_chain_topolog","Method","parametric studies varying chain topology","method","",""
"METH_stiffness","Method","stiffness","method","",""
"METH_confinement","Method","confinement","method","",""
"METH_and_salt_concentration","Method","and salt concentration","method","",""
"P404","Paper","Rubbery Surface Elasticity of Polymer Glasses","ionic_material","2025","Macromolecules (2025)"
"MAT_poly____unentangled_glassy_polymer_films","Material","poly  — unentangled glassy polymer films","material","",""
"METH_linear_elasticity_modeling_of_surface_de","Method","linear elasticity modeling of surface deformation","method","",""
"P405","Paper","Marginally Stable Phases in Mean-Field Structural Glasses","glass_transition","0121","Physical Review E 99, 012107 (2019)"
"MAT_Soft_repulsive_spheres_model","Material","Soft repulsive spheres model","material","",""
"MAT_covering_granular_matter","Material","covering granular matter","material","",""
"MAT_emulsions","Material","emulsions","material","",""
"MAT_hard_soft_colloids","Material","hard/soft colloids","material","",""
"MAT_molecular_glasses","Material","molecular glasses","material","",""
"METH_Mean_field_theory_of_glass_transition","Method","Mean-field theory of glass transition","method","",""
"METH_replica_symmetry_breaking_analysis","Method","replica symmetry breaking analysis","method","",""
"METH_complete_phase_diagram_construction_in__","Method","complete phase diagram construction in (ϕ","method","",""
"METH_kBT____space","Method","kBT/ε) space","method","",""
"CONC_Gardner_Transition","Concept","Gardner Transition","concept","",""
"INST_Universit__de_Montpellier","Institution","Université de Montpellier","institution","",""
"P406","Paper","Glass-Forming Liquids and the Glass Transition: The Energy Landscape Approach to Dynamics and Thermo","glass_transition","2006","Journal of the Indian Institute of Science 86, 731-749 (2006)"
"MAT_General_glass_forming_liquids","Material","General glass-forming liquids","material","",""
"MAT_including_silica","Material","including silica","material","",""
"MAT_polymers","Material","polymers","material","",""
"MAT_metallic_glasses","Material","metallic glasses","material","",""
"METH_potential_energy_minima_enumeration","Method","potential energy minima enumeration","method","",""
"METH_configurational_entropy_calculation","Method","configurational entropy calculation","method","",""
"CONC_Energy_Landscape","Concept","Energy Landscape","concept","",""
"P407","Paper","Relaxation Dynamics in the Energy Landscape of Glass-Forming Liquids","glass_transition","0210","Physical Review X 12, 021001 (2022)"
"MAT_Mean_field_Mari_Kurchan_model","Material","Mean-field Mari-Kurchan model","material","",""
"MAT_finite_dimensional_glass_forming_models","Material","finite-dimensional glass-forming models","material","",""
"METH_steepest_descent_energy_minimization","Method","steepest descent energy minimization","method","",""
"METH_inherent_structure_analysis","Method","inherent structure analysis","method","",""
"P408","Paper","Emergent Signatures of the Glass Transition in Colloidal Suspensions","glass_transition","2025","Nature Physics (2025/2026)"
"MAT_polydispersity__7___with_small_tracer_pa","Material","polydispersity ~7%) with small tracer particles  in index/de","material","",""
"METH_Two_channel_confocal_microscopy","Method","Two-channel confocal microscopy","method","",""
"METH_fluctuation_dissipation_theorem_applied_","Method","fluctuation-dissipation theorem applied to tracer ","method","",""
"METH_model_free_theoretical_description","Method","model-free theoretical description","method","",""
"INST_Heinrich_Heine_University_D_sseldorf","Institution","Heinrich Heine University Düsseldorf","institution","",""
"P409","Paper","Pathway Complexity in Supramolecular Polymerization","supramolecular","2012","Nature 481, 492-496 (2012)"
"MAT_S_chiral_oligo__with_chiral_butoxy_side_","Material","S-chiral oligo  with chiral butoxy side chains","material","",""
"MAT_hydrogen_bonded_dimers_self_assembling_i","Material","hydrogen-bonded dimers self-assembling into helical stacks","material","",""
"METH_Stopped_flow_CD_spectroscopy","Method","Stopped-flow CD spectroscopy","method","",""
"METH_chirality_manipulation_via_tartaric_acid","Method","chirality manipulation via tartaric acid auxiliary","method","",""
"INST_Eindhoven_University_of_Technology","Institution","Eindhoven University of Technology","institution","",""
"P410","Paper","Experimental Evidence of the Gardner Phase in a Granular Glass","glass_transition","2280","Physical Review Letters 117, 228001 (2016)"
"MAT_Bidimensional_bidisperse_granular_disks","Material","Bidimensional bidisperse granular disks","material","",""
"MAT_vibrated_below_jamming","Material","vibrated below jamming","material","",""
"METH_Compression_cycles_within_same_glass_rea","Method","Compression cycles within same glass realization","method","",""
"METH_tracking_particle_trajectories_across_mu","Method","tracking particle trajectories across multiple com","method","",""
"METH_mean_square_displacement_and_mean_square","Method","mean square displacement and mean square distance ","method","",""
"METH_cage_order_parameter_characterization","Method","cage order parameter characterization","method","",""
"INST_Universit__Paris_Sud__CNRS_","Institution","Université Paris-Sud (CNRS)","institution","",""
"P411","Paper","Johari-Goldstein Relaxation Far Below Tg: Experimental Evidence for the Gardner Transition in Struct","glass_transition","0857","Physical Review Letters 120, 085705 (2018)"
"MAT_Sorbitol_and_xylitol","Material","Sorbitol and xylitol","material","",""
"INST_University_of_Augsburg","Institution","University of Augsburg","institution","",""
"P412","Paper","Energy Landscapes and Functions of Supramolecular Systems","ionic_material","2016","Nature Materials 15, 469-476 (2016)"
"MAT_Peptide_amphiphile_V3A3K3_with_16_carbon","Material","Peptide amphiphile V3A3K3 with 16-carbon alkyl chain","material","",""
"MAT_anionic_perylene_monoimide_amphiphile","Material","anionic perylene-monoimide amphiphile","material","",""
"METH_CD_spectroscopy","Method","CD spectroscopy","method","",""
"METH_annealing_studies","Method","annealing studies","method","",""
"METH_ionic_strength_control","Method","ionic strength control","method","",""
"METH_energy_barrier_estimation_via_Arrhenius_","Method","energy barrier estimation via Arrhenius analysis","method","",""
"P413","Paper","Dynamic Pathways in Energy Landscapes Guiding Supramolecular Janus Dendrimer Self-Assemblies between","block_copolymer","8075","Nature Communications 16, 8075 (2025)"
"MAT_Janus_dendrimer_molecules_with__3","Material","Janus dendrimer molecules with (3","material","",""
"MAT_5__patterned_hydrophobic_aliphatic_chain","Material","5)-patterned hydrophobic aliphatic chains and (3","material","",""
"MAT_4__patterned_hydrophilic_oligo__on_pheno","Material","4)-patterned hydrophilic oligo  on phenolic acid units","material","",""
"METH_dynamic_light_scattering","Method","dynamic light scattering","method","",""
"METH_nanoparticle_tracking_analysis","Method","nanoparticle tracking analysis","method","",""
"METH_FFT_analysis_of_structural_periodicity","Method","FFT analysis of structural periodicity","method","",""
"METH_kinetic_annealing_studies","Method","kinetic annealing studies","method","",""
"INST_Radboud_University_Nijmegen","Institution","Radboud University Nijmegen","institution","",""
"P414","Paper","Pendant Groups in the Majority Domain of Aliphatic Multiblock Copolymers Prohibit the Double Gyroid ","block_copolymer","2025","Macromolecules (2025)"
"MAT_mixed_linear_sterically_hindered_fatty_a","Material","mixed linear/sterically hindered fatty acid dimer","material","",""
"MAT_isopropyl_substituted","Material","isopropyl-substituted","material","",""
"MAT_blocks_with__20_backbone_bonds_and_large","Material","blocks with ≤20 backbone bonds and large interaction paramet","material","",""
"METH_morphological_characterization","Method","morphological characterization","method","",""
"INST_University_of_Pennsylvania","Institution","University of Pennsylvania","institution","",""
"P415","Paper","Understanding Soft Glassy Materials Using an Energy Landscape Approach","rheology","1031","Nature Materials 15, 1031-1036 (2016)"
"MAT_Model_soap_foam_consisting_of_compressib","Material","Model soap foam consisting of compressible spherical bubbles","material","",""
"MAT_driven_by_Ostwald_ripening","Material","driven by Ostwald ripening","material","",""
"METH_Energy_minimization","Method","Energy minimization","method","",""
"METH_analysis_of_fractal_dimension_of_relaxat","Method","analysis of fractal dimension of relaxation pathwa","method","",""
"METH_avalanche_statistics","Method","avalanche statistics","method","",""
"P416","Paper","Self-Organization at the Crack Tip of Fatigue-Resistant Thermoplastic Polyurethane Elastomers","tpu_elastomer","8726","Macromolecules 54, 8726-8737 (2021)"
"METH_Cyclic_fatigue_testing_on_pure_shear_not","Method","Cyclic fatigue testing on pure-shear notched sampl","method","",""
"METH_crack_propagation_rate__vs_energy_releas","Method","crack propagation rate  vs energy release rate  an","method","",""
"METH_GPC_molecular_weight_characterization","Method","GPC molecular weight characterization","method","",""
"INST_ESPCI_Paris","Institution","ESPCI Paris","institution","",""
"P417","Paper","Reduction of Kuhn Length upon Chain Extension","polymer_simulation","1827","ACS Macro Letters 14, 1827-1834 (2025)"
"MAT_General_polymer_chains_in___solvents","Material","General polymer chains in θ-solvents","material","",""
"METH_Analytical_theory_for_strain_dependent_K","Method","Analytical theory for strain-dependent Kuhn length","method","",""
"METH_force_extension_curve_analysis","Method","force-extension curve analysis","method","",""
"P418","Paper","Chain Ends Excite Polymer Cooperative Motion","glass_transition","0786","Science Advances 11, eaea0786 (2025)"
"MAT_Polystyrene_variants__cyclic_PS","Material","Polystyrene variants: cyclic PS","material","",""
"MAT_linear_PS","Material","linear PS","material","",""
"MAT_six_arm_star_PS","Material","six-arm star PS","material","",""
"MAT_adamantane_doped_PS","Material","adamantane-doped PS","material","",""
"MAT_PS_with_various_end_groups","Material","PS with various end groups","material","",""
"METH_Adam_Gibbs_theory_analysis","Method","Adam-Gibbs theory analysis","method","",""
"METH_ECNLE__model","Method","ECNLE  model","method","",""
"CONC_Cooperative_Motion","Concept","Cooperative Motion","concept","",""
"P419","Paper","Dynamics from the Surface to the Bulk in Ultrastable and Liquid-Cooled Oligomeric Glasses","rheology","2381","Physical Review Letters 135, 238101 (2025)"
"MAT_Highly_monodisperse_atactic_styrene_olig","Material","Highly monodisperse atactic styrene oligomers (11 monomers","material","",""
"MAT_PDI_1_0029_","Material","PDI 1.0029)","material","",""
"MAT_ultrastable_glasses__prepared_by_PVD_and","Material","ultrastable glasses  prepared by PVD and normal glasses  by ","material","",""
"METH_depth_resolved_measurements__surface_z__","Method","depth-resolved measurements (surface z̄=2.8 nm","method","",""
"METH_bulk_z__79_nm_","Method","bulk z̄=79 nm)","method","",""
"METH_entropy_enthalpy_compensation_analysis","Method","entropy-enthalpy compensation analysis","method","",""
"INST_TRIUMF","Institution","TRIUMF","institution","",""
"P420","Paper","Counterion Effects of Protic Ionic Liquids on the Conductivity and Stretchability of Free-Standing P","ionic_material","2025","Macromolecules (2025)"
"MAT_aprotic_IL__EMIM__DCA_","Material","aprotic IL [EMIM][DCA]","material","",""
"MAT_and_various_cation_anion_combinations","Material","and various cation-anion combinations","material","",""
"METH_HSAB__theory_guided_IL_selection","Method","HSAB  theory-guided IL selection","method","",""
"INST_University_of_Arkansas_at_Little_Rock","Institution","University of Arkansas at Little Rock","institution","",""
"P422","Paper","Theory of Inhomogeneous Polymers: Fundamentals of the Gaussian Random-Walk Model","block_copolymer","1975","The Journal of Chemical Physics 62, 999 (1975)"
"MAT_General_polymer_systems___immiscible_pol","Material","General polymer systems : immiscible polymer interfaces","material","",""
"MAT_concentrated_polymer_solution_surfaces","Material","concentrated polymer solution surfaces","material","",""
"METH_Functional_integral_techniques","Method","Functional integral techniques","method","",""
"METH_Gaussian_random_walk_model","Method","Gaussian random-walk model","method","",""
"METH_mean_field_theory","Method","mean field theory","method","",""
"METH_statistical_mechanical_derivation","Method","statistical mechanical derivation","method","",""
"INST_Bell_Laboratories","Institution","Bell Laboratories","institution","",""
"P423","Paper","Configurational Entropy of Random Trees","other","0654","Physical Review E 112, 065405 (2025)"
"MAT_Random_tree_like_objects__randomly_branc","Material","Random tree-like objects (randomly branching polymers","material","",""
"MAT_ideal_trees_","Material","ideal trees)","material","",""
"MAT_models_for_bacterial_DNA","Material","models for bacterial DNA","material","",""
