paper_id,english_safe_file_name,original_file_name,title,authors,journal,year,DOI,keywords,research_field,material_system,core_topic,preliminary_category,readable_status,notes
P300,P300_unidentified.pdf,具有光致发光与酸碱自适应特性的多重响应型机械强韧自修复水性聚氨酯.pdf,pubs.acs.org/Macromolecules Article,"Tian-Yu Su, Jing-Ying Yang, Hui-Tao Yu, Rui-Guang Xing, Xin Ge, Li-Na Jia, Yu-Fei Wang, Jin-Xiao Bao,",Macromolecules,2001,10.1021/acs.macromol.5c02116,,,,,fluorescence,readable,
P301,P301_unidentified.pdf,具有正交可调簇发光的动态超分子氢键网络.pdf,www.angewandte.org,"How tocite: Angew. Chem.Int.Ed.2023, 62,e202214422",Science,2022,10.1002/anie.202214422,,,,,fluorescence,readable,
P302,P302_unidentified.pdf,聚集诱导发光：常见材料的特殊发光现象.pdf,MaterialsTodaydVolume32dJanuary/February2020 RESEARCH,"Haoke Zhang1,2,#, Zheng Zhao1,2,#, Paul R. McGonigal3, Ruquan Ye4, Shunjie Liu1,2,",Science,2019,10.1016/j.mattod.2019.08.010,,,,,fluorescence,readable,
P303,P303_unidentified.pdf,脂肪族季铵盐荧光.pdf,www.angewandte.org,"How tocite: Angew. Chem.Int.Ed. 2022,61,e202117368",Angewandte Chemie International Edition,2022,10.1002/anie.202117368,,,,,fluorescence,readable,
P304,P304_unidentified.pdf,非共轭聚酯发射从蓝光到近红外的全光谱荧光.pdf,Enabling nonconjugated polyesters emit,"Received:4September2023 BoChu1,XiongLiu1,2,3,ZupingXiong1,2,3,ZitengZhang1,2,3,BinLiu4,",Polymer,2024,10.1038/s41467-023-44505-3,,,,,fluorescence,readable,
P305,P305_unidentified.pdf,DPD.pdf,pubs.acs.org/Macromolecules Article,"Toshinori Motegi, Masataka Abe, Yue Zhao, Kimio Yoshimura, Akihiro Hiroki, Toshihiro Kawakatsu,",Macromolecules,2025,10.1021/acs.macromol.5c01257,,,,,computational,readable,
P306,P306_unidentified.pdf,MD通过定制软段设计制备的高韧性、缺口不敏感且快速自修复的热塑性聚氨酯弹性体.pdf,Angewandte Chemie,"Highly Tough, Notch-Insensitive, and Fast Self-Healing",Advanced Materials,2026,10.1002/anie.8983737,,,,,computational,readable,
P307,P307_unidentified.pdf,MMChap1.pdf,Molecular Modelling,,Science,,,,,,,supplementary,readable,supplementary_material
P308,P308_unidentified.pdf,MMChap2.pdf,《量子化学与分子力学/分子模拟》 第二章 分子的构建 http://struchem.nankai.edu.cn,,,,,,,,,supplementary,readable,supplementary_material
P309,P309_unidentified.pdf,MMChap3.pdf,第三章 势能面、构型优化,,,,,,,,,supplementary,readable,supplementary_material
P310,P310_unidentified.pdf,MMChap4.pdf,《量子化学与分子力学/分子模拟》第四章第四章量子力学模型 http://struchem.nankai.edu.cn,"     x, y, z  E x, y, z",,,,,,,,supplementary,readable,supplementary_material
P311,P311_unidentified.pdf,MMChap6.pdf,《量子化学与分子力学/分子模拟》第六章 经验力场模型-分子力学 http://struchem.nankai.edu.cn,,,,,,,,,supplementary,readable,supplementary_material
P312,P312_unidentified.pdf,MMchap5.pdf,《量子化学与分子力学/分子模拟》第五章 量子力学计算 http://struchem.nankai.edu.cn,"IR,Raman, NMR UV/Vis VCD, ECD",,,,,,,,supplementary,readable,supplementary_material
P313,P313_unidentified.pdf,MMchap7.pdf,Monte Carlo,,,,,,,,,supplementary,readable,supplementary_material
P314,P314_unidentified.pdf,MMchap8.pdf,《量子化学与分子力学/分子模拟》第八章分子模拟在药物设计中的应用简介 http://struchem.nankai.edu.cn,,,,,,,,,supplementary,readable,supplementary_material
P315,P315_unidentified.pdf,MMchap9.pdf,《量子化学与分子力学/分子模拟》第九章分子3D绘图 http://struchem.nankai.edu.cn,"Chem3D, GaussView, Viewerlite, Chimera, HyperChem, Argulab, Gabedit,",,2016,,,,,,supplementary,readable,supplementary_material
P316,P316_unidentified.pdf,PEDOTPSS 在电解质多巴胺与聚乙二醇暴露下的形貌变化分子模拟视角.pdf,This article is licensed under CC-BY 4.0,"Amali G. Guruge,* Hesam Makki, and Alessandro Troisi",Macromolecules,2026,10.1021/acs.macromol.5c02727,,,,,computational,readable,
P317,P317_unidentified.pdf,fuxi.pdf,1. 名词解释：(20分)解释基本含义即可，可参考Computational Chemistry),,,2004,,,,,,computational,readable,
P318,P318_unidentified.pdf,jq.pdf,本教程的目的是为读者提供计算机集群组建及其在计算化学中的应用的入,,,,,,,,,computational,readable,
P319,P319_unidentified.pdf,不同质量溶剂中狭缝约束星形聚合物的粗晶粒化.pdf,This article is licensed under CC-BY 4.0,,Macromolecules,2025,10.1021/acs.macromol.5c01343,,,,,computational,readable,
P320,P320_unidentified.pdf,多组分聚氨酯弹性体的多尺度模拟：揭示成分依赖性微相分离动力学和力学性能.pdf,pubs.acs.org/Macromolecules Article,"Yujiang Meng, Xionghui Wu, Anqiang Zhang,* and Yaling Lin*",Macromolecules,2025,10.1021/acs.macromol.5c03283,,,,,computational,readable,
P321,P321_unidentified.pdf,用于可拉伸有机半导体的 P3HT-SBS 共混物的粗粒化建模.pdf,pubs.acs.org/Macromolecules Article,"Joohee Choi, Gibeom Song, Hae-Jin Kim,* Joonmyung Choi,* and Seunghwa Ryu*",Macromolecules,2025,10.1021/acs.macromol.5c02840,,,,,computational,readable,
P322,P322_unidentified.pdf,粗粒化分子模拟.pdf,pubs.acs.org/Macromolecules Article,"Ao Wang, Wenkai Liu, Xiaohan Jin, Hecheng Wu, Dongfei Zhang, Xianglong Han, Yang Liu,* Zhen Li,*",Macromolecules,2024,10.1021/acs.macromol.4c01001,,,,,computational,readable,
P323,P323_unidentified.pdf,通过耗散粒子动力学模拟的蠕虫状胶束溶液的稳态拉伸粘度.pdf,pubs.acs.org/Macromolecules Article,"Yusuke Koide,* Takato Ishida, Takashi Uneyama, and Yuichi Masubuchi",Macromolecules,2025,10.1021/acs.macromol.5c01993,,,,,computational,readable,
P324,P324_unidentified.pdf,通过自组装单层介导的水合和离子结构实现电开关分子粘附.pdf,This article is licensed under CC-BY 4.0,"Valentina Wieser,* Yoyo Cheng-Ting Yu, Andrea Valencia Ramirez, David T. Wu, Frank Uwe Renner,*",,2025,10.1021/jacs.5c11903,,,,,computational,readable,
P325,P325_unidentified.pdf,静止和拉伸诱导聚乙烯结晶下的晶体形状计算分析.pdf,This article is licensed under CC-BY 4.0,"Fotis Venetsanos, Stefanos D. Anogiannakis, and Doros N. Theodorou*",Macromolecules,2025,10.1021/acs.macromol.5c02153,,,,,computational,readable,
P326,P326_unidentified.pdf,高分子_棒状纳米粒子复合物的分子动力学模拟_刘爱清.pdf,高 等 学 校 化 学 学 报,,,2021,10.7503/cjcu20200593,,,,,computational,readable,
P327,P327_unidentified.pdf,高性能超支化聚氨酯中微相分离的原位可视化.pdf,pubs.acs.org/Macromolecules Article,"Jingyuan Wei, Yufei Zhang, Huan Ma, Jia Li, Junzhuo Cheng, Haotian Ma, Shenggui Du, Kai Cheng,",Macromolecules,2025,10.1021/acs.macromol.5c02875,,,,,computational,readable,
P328,P328_unidentified.pdf,高韧性、耐缺口且快速自修复的热塑性聚氨酯弹性体：通过定制软段设计实现³.pdf,Angewandte Chemie International Edition,"Highly Tough, Notch-Insensitive, and Fast Self-Healing",Advanced Materials,2026,10.1002/anie.8983737,,,,,computational,readable,
P329,P329_unidentified.pdf,c1py00182e.pdf,Dynamic Article Links <,"Cite this: Polym. Chem., 2011, 2, 1976",Polymer,2011,10.1039/c1py00182e,,,,,michael_addition,readable,
P330,P330_unidentified.pdf,cm402180t.pdf,pubs.acs.org/cm,,Nature,2013,"10.1021/cm402180t|Chem.Mater.2014,26,724−744",,,,,michael_addition,readable,
P331,P331_unidentified.pdf,ilyashenko2010.pdf,COMMUNICATIONS,"Gennadiy Ilyashenko,a Andrew Whiting,a,* and Allen Wrightb",Science,2010,10.1002/adsc.201000391,,,,,michael_addition,readable,
P332,P332_unidentified.pdf,kumar2007.pdf,Tetrahedron63(2007)11086–11092,"MedicinalandProcessChemistryDivision,CentralDrugResearchInstitute,Lucknow226001,UttarPradesh,India",,2007,10.1016/j.tet.2007.08.033,,,,,michael_addition,readable,
P333,P333_unidentified.pdf,mather2006.pdf,Prog.Polym.Sci.31(2006)487–531,"Brian D. Mather a, Kalpana Viswanathan a, Kevin M. Miller b, Timothy E. Long a,*",Macromolecules,2006,10.1016/j.progpolymsci.2006.03.001,,,,,michael_addition,readable,
P334,P334_unidentified.pdf,wadhwa2018.pdf,ASIAN JOURNAL,"Authors:Anuj Sharma, Preeti Wadhwa, and Anupreet Kharbanda",Nature,2011,10.1002/ajoc.201700609,,,,,michael_addition,readable,
P335,P335_unidentified.pdf,基于迈克尔加成构筑聚丁二烯三嵌段共聚物_张万斌.pdf,第３８卷 第４期 陕西科技大学学报 Ｖｏｌ．３８Ｎｏ．４,,,2020,10.19481/j.cnki.issn2096-398x.2020.04.011,,,,,michael_addition,readable,
P336,P336_unidentified.pdf,通过模量匹配的橡胶态与缠结相实现双相协同增强水凝胶.pdf,Chemical Engineering Journal 530 (2026) 173421,"Jing Duana, Yuyi Zhangb, Shixiang Zhaob, Yuri V. Petrovb,e, Vladimir E. Baulinc,d,",Science,2026,10.1016/j.cej.2026.173421,,,,,hydrogel,readable,
P337,P337_unidentified.pdf,通过结构-性能调控实现坚韧、多功能且可生物降解的聚氨酯材料及其多样化应用.pdf,pubs.acs.org/Macromolecules Article,"Tough, Multifunctional, and Biodegradable Polyurethanes Enabled",Macromolecules,2025,10.1021/acs.macromol.5c02606,,,,,polyurethane,readable,
P338,P338_unidentified.pdf,铁电 电致变形.pdf,"CiteThis:Macromolecules2019,52,9000−9011 pubs.acs.org/Macromolecules","CiteThis:Macromolecules2019,52,9000−9011 pubs.acs.org/Macromolecules",Science,2019,10.1021/acs.macromol.9b01580,,,,,polyurethane,readable,
P339,P339_unidentified.pdf,链长对PCL介电β弛豫的影响：链端、主链、纠缠和结晶性角色的解耦.pdf,pubs.acs.org/Macromolecules Article,"the Roles of Chain Ends, Main Chains, Entanglements, and",Macromolecules,2025,10.1021/acs.macromol.5c01395,,,,,crystallization,readable,
P340,P340_unidentified.pdf,非法拉第结传感-综述.pdf,nature reviews materials https://doi.org/10.1038/s41578-024-00755-1,,Nature,2025,10.1038/s41578-024-00755-1,,,,,other,readable,
P341,P341_unidentified.pdf,颗粒在高分子刷中开关.pdf,pubs.acs.org/Macromolecules Article,,Macromolecules,2022,10.1021/acs.macromol.2c01341,,,,,other,readable,
P342,P342_unidentified.pdf,science 弱键增强.pdf,POLYMERS degreeofpolymerizationoftheprimarychains,"ShuWang1,2†,YixinHu1,2,TatianaB.Kouznetsova1,2,LielSapir1,3,DanyangChen1,3, directlyyieldsprimarychains(linearpolyacrylate)",Polymer,2000,,,,,,polymer_physics,readable,
P343,P343_unidentified.pdf,一段固定的链动力学.pdf,"PHYSICAL REVIEW E 112,045431(2025)","SongWu ,1Jia-XiangLi ,1,2,*andYu-QiangMa1,2,3,†",Science,2025,10.1103/rvph-fx9x,,,,,polymer_physics,readable,
P344,P344_unidentified.pdf,一种用于聚电解质刷的标度理论：来自单体间静电相互作用的见解.pdf,pubs.acs.org/Macromolecules Article,"Jiadong Chen, Mingyu Duan, Runqi Zhang, and Guang Chen*",Macromolecules,2026,10.1021/acs.macromol.6c00048,,,,,polymer_physics,readable,
P345,P345_unidentified.pdf,三周期最小表面 （TPMS）.pdf,International Journal of Extreme Manufacturing,"Sébastien B G Blanquer, Maike Werner,",,2022,10.1088/2631-7990/ac5be6,,,,,polymer_physics,readable,
P346,P346_unidentified.pdf,光热响应液晶弹性体纤维的粘弹性动力学.pdf,RESEARCH ARTICLE,"Shihao Xu, Zhixiu Hao,* Xindong Chen, Chao Wan, Li Yu, and Xi-Qiao Feng*",,2024,10.1002/adfm.202311425,,,,,polymer_physics,readable,
P347,P347_unidentified.pdf,具有动态醚键的可回收硫醇-烯网络的设计：蠕变和动力学的规律.pdf,pubs.acs.org/Macromolecules Article,"Pawan Kumar, # Rahul Patwal, # and Ramkrishna Sarkar*",Macromolecules,2025,10.1021/acs.macromol.5c02805,,,,,polymer_physics,readable,
P348,P348_unidentified.pdf,利用电荷序列调控聚两性电解质凝胶的平衡溶胀.pdf,pubs.acs.org/Macromolecules Article,,Macromolecules,2025,10.1021/acs.macromol.5c01995,,,,,polymer_physics,readable,
P349,P349_unidentified.pdf,受贻贝启发的弹性体中的非均匀局部动力学.pdf,pubs.acs.org/Macromolecules Article,"Marianna Spyridakou, Elpida Iliopoulou, Katerina Peponaki, Stelios Alexandris, Emmanouela Filippidi,*",Macromolecules,2023,10.1021/acs.macromol.3c00356,,,,,polymer_physics,readable,
P350,P350_unidentified.pdf,可电离聚合物熔体在从离聚物到聚电解质的交叉处的剪切响应.pdf,This article is licensed under CC-BY-NC-ND 4.0,"Shalika Meedin, Gary S. Grest,* and Dvora Perahia*",Polymer,2025,10.1021/acspolymersau.5c00041,,,,,polymer_physics,readable,
P351,P351_unidentified.pdf,多分散非手性近刚性向列相生成元中的自发手性对称破缺.pdf,"PHYSICAL REVIEW LETTERS 135, 268101 (2025)","W.S. Fall 1,2,* and H.H. Wensink 1,†",Physical Review,2025,10.1103/3fxg-cbqk,,,,,polymer_physics,readable,
P352,P352_unidentified.pdf,多项体系.pdf,"Macromolecules 1981, 14, 727-736 727","Macromolecules 1981, 14, 727-736 727",Macromolecules,,,,,,,polymer_physics,readable,
P353,P353_unidentified.pdf,嵌段自组装.pdf,The process-directed self-assembly of block copolymer particles,"Yanyan Zhu,1 Changhang Huang,1 Liangshun",Science,2023,10.1002/marc.202300176,,,,,polymer_physics,readable,
P354,P354_unidentified.pdf,扭转聚合物链：柔性模型、构象熵及单轴 - 双轴向列相转变.pdf,pubs.acs.org/Macromolecules Article,,Macromolecules,2025,10.1021/acs.macromol.5c02256,,,,,polymer_physics,readable,
P355,P355_unidentified.pdf,抗蠕变 缠结.pdf,RESEARCH ARTICLE,"Le Yao, Yi Huang, Guoqing Chen, Ziqian Zhou, He Zhu, Qi Zhang,* and Shiping Zhu*",Polymer,2025,10.1002/adma.202513105,,,,,polymer_physics,readable,
P356,P356_unidentified.pdf,接枝密度可变的接枝聚合物熔体玻璃形成的广义熵理论.pdf,pubs.acs.org/Macromolecules Article,"Qi-Lu Yuan, Jack F. Douglas, and Wen-Sheng Xu*",Macromolecules,2025,10.1021/acs.macromol.5c03382,,,,,polymer_physics,readable,
P357,P357_unidentified.pdf,接枝嵌段共聚物增强聚合物共混物中的界面失效.pdf,pubs.acs.org/macroletters Letter,"Ashutosh K. Nehete, Frank S. Bates, and Kevin D. Dorfman*",Polymer,2025,10.1021/acsmacrolett.5c00737,,,,,polymer_physics,readable,
P358,P358_unidentified.pdf,揭示通过力揭示隐藏长度：网络凝胶中模量和韧性的解耦.pdf,This article is licensed under CC-BY 4.0,,Science,2025,10.1021/acscentsci.5c01718,,,,,polymer_physics,readable,
P359,P359_unidentified.pdf,星形聚合物可逆凝胶化的相干态场理论.pdf,pubs.acs.org/Macromolecules Article,"Daniel L. Vigil, Glenn H. Fredrickson,* and Jian Qin*",Macromolecules,2025,10.1021/acs.macromol.5c01825,,,,,polymer_physics,readable,
P360,P360_unidentified.pdf,曲率修正的表面张力决定分子系统中的成核.pdf,pubs.acs.org/JACS Article,"Bin Chen,* Ngoc My Nhi Nguyen, and Kirsten K. Johnson",Nanoscale,2005,10.1021/jacs.5c14775,,,,,polymer_physics,readable,
P361,P361_unidentified.pdf,有效缠结.pdf,pubs.acs.org/Macromolecules Article,"Lin-Feng Wu, Long-Fei Mao, and Zhe Wang*",Macromolecules,2024,10.1021/acs.macromol.4c00204,,,,,polymer_physics,readable,
P362,P362_unidentified.pdf,松弛聚合介质理论的新方法.pdf,A New Approach to the Theory of,,Polymer,2004,10.1063/1.1724109,,,,,polymer_physics,readable,
P363,P363_unidentified.pdf,氢键对聚合物共混物混合焓的影响以及玻璃化转变温度的组成依赖性.pdf,"5630 Macromolecules 1991, 24, 5630-5638","5630 Macromolecules 1991, 24, 5630-5638",Science,1991,,,,,,polymer_physics,readable,
P364,P364_unidentified.pdf,SAXA结晶分析实例.pdf,pubs.acs.org/Macromolecules Article,"Zheng Huang, Wenyi Li, Caixia Wan, Liguang Xu, Zhengli Xu, Dongmin Jia, Mengyu Xie, Yifan Jia,",Macromolecules,2025,10.1021/acs.macromol.5c00354,,,,,polymer_physics,readable,
P365,P365_unidentified.pdf,SAXS 聚合物.pdf,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,"lene (PE), isotactic polypropylene (iPP), and poly(ethylene",Polymer,2013,"10.1002/9781118480793.ch19,",,,,,polymer_physics,readable,
P366,P366_unidentified.pdf,SAXS.pdf,pubs.acs.org/CR,"Tao Li, Andrew J. Senesi, and Byeongdu Lee",Science,2016,10.1021/acs.chemrev.5b00690,,,,,polymer_physics,readable,
P367,P367_unidentified.pdf,SAXS看相分离形貌(甜菜碱错配相分离).pdf,pubs.acs.org/Macromolecules Article,"Yuji Higaki,* Yasuhiro Eguchi, Takumi Masuda, and Yuri Mitsunobu",Macromolecules,2025,10.1021/acs.macromol.5c01463,,,,,polymer_physics,readable,
P368,P368_unidentified.pdf,chen2021.pdf,pubs.acs.org/Macromolecules Article,"Haiming Chen, J. Justin Koh, Chuanjiang Long, Siqi Liu, Huihui Shi, Jiakang Min, Lili Zhou,",Macromolecules,2021,10.1021/acs.macromol.1c00175,,,,,polymer_physics,readable,
P369,P369_unidentified.pdf,choi2012.pdf,pubs.acs.org/Macromolecules,,Science,2012,"10.1021/ma300128d|Macromolecules2012,45,3581−3589",,,,,polymer_physics,readable,
P370,P370_unidentified.pdf,无规链段聚醚-聚氨酯共聚物的小角散射模型综述.pdf,Polymer45(2004)7273–7291,"P.R.Laitya,*,J.E.Taylora,S.S.Wongb,P.Khunkamchoob,K.Norrisb,M.Cablec,G.T.Andrewsc,",Science,2004,10.1016/j.polymer.2004.08.033,,,,,polymer_physics,readable,
P371,P371_unidentified.pdf,武培怡 压电 SAXS.pdf,Supporting Information,"Weiyan Zhu1, Baohu Wu2, Zhouyue Lei1*, and Peiyi Wu1*",Science,,,,,,,polymer_physics,readable,
P372,P372_unidentified.pdf,界面SAXS.pdf,"Polymer Vol.38No.18,pp.4571-4575,1997","Polymer Vol.38No.18,pp.4571-4575,1997",Science,1996,,,,,,polymer_physics,readable,
P373,P373_unidentified.pdf,离子凝胶 核磁 红外.pdf,RESEARCH ARTICLE,"Hongfei Huang, Lijie Sun,* Yalin Zhang, Ruohan Zhang, Chang Chen,* and Wei Sun*",Polymer,2025,10.1002/adma.202506563,,,,,polymer_physics,readable,
P374,P374_unidentified.pdf,结晶SAXS.pdf,"CiteThis:Macromolecules2018,51,8306−8315 pubs.acs.org/Macromolecules","CiteThis:Macromolecules2018,51,8306−8315 pubs.acs.org/Macromolecules",Science,2018,10.1021/acs.macromol.8b01223,,,,,polymer_physics,readable,
P375,P375_unidentified.pdf,聚氨酯中 IPDI 到 PPDI 硬段替代的形状恢复机制的多尺度研究.pdf,pubs.acs.org/Macromolecules,,Science,2016,10.1021/acs.macromol.6b01172,,,,,polymer_physics,readable,
P376,P376_unidentified.pdf,背景.pdf,NuclearInstrumentsandMethodsinPhysicsResearchA467–468(2001)1005–1009,"T. Narayanana,*, O. Diatb, P. Bo . seckea",Science,2001,,,,,,polymer_physics,readable,
P377,P377_unidentified.pdf,介电松弛分析1.pdf,"Macromolecules2008,41,5723-5728 5723","Macromolecules2008,41,5723-5728 5723",Science,2008,10.1021/ma800263bCCC:$40.75,,,,,polymer_physics,readable,
P378,P378_unidentified.pdf,"低场核磁,SAXS,具有超大可逆双轴应变的超弹性水凝胶.pdf",HYDROGELS alkyl-watercontactsandmaximizefavorable,"LiliChen,ZhekaiJin,WenwenFeng,LinSun,HaoXu,ChaoWang* water-scarceconditionswereconfirmedusing",Polymer,2024,,,,,,polymer_physics,readable,
P379,P379_unidentified.pdf,固体核磁定量分析PVDF晶相.pdf,RESEARCH ARTICLE,"Henry J. Kantrow, Claire Welton, Neethu Thomas, Vincent Sarou-Kanian, Tomasz Pawlak,",Nature,2025,10.1002/adfm.202422354,,,,,polymer_physics,readable,
P380,P380_unidentified.pdf,如何表征超分子聚合物：用户指南.pdf,This article is licensed under CC-BY-NC-ND 4.0,"Yuhang Sheng, Menglan Ma, Shijun Li, Li Shao, Bin Hua,* Feihe Huang,* and Zibin Zhang*",Nature,2008,10.1021/acspolymersau.5c00153,,,,,polymer_physics,readable,
P381,P381_unidentified.pdf,宽带介电能谱.pdf,pubs.acs.org/Macromolecules Article,"the Roles of Chain Ends, Main Chains, Entanglements, and",Macromolecules,2025,10.1021/acs.macromol.5c01395,,,,,polymer_physics,readable,
P382,P382_unidentified.pdf,液晶弹性体韧性 DIC应变分析.pdf,Flaw-Tolerant Fracture Enabled by Liquid-like,"Shunsuke Imai, Yuki Tokudome, Thanh-Tam Mai, and Kenji Urayama*",Polymer,2025,10.1021/acsmaterialslett.5c00896,,,,,polymer_physics,readable,
P383,P383_unidentified.pdf,玻璃态聚合物中考虑脆 - 韧转变速率和温度的再进入现象.pdf,pubs.acs.org/Macromolecules Article,"Asal Y Siavoshani, Chaitanya Gupta, Ming-Chi Wang, Junpeng Wang, and Shi-Qing Wang*",Macromolecules,2014,10.1021/acs.macromol.5c01751,,,,,polymer_physics,readable,
P384,P384_unidentified.pdf,疲劳阈值.pdf,CORRECTED 28 MARCH 2019; SEE FULL TEXT,"Shaoting Lin1*, Xinyue Liu1*, Ji Liu1*, Hyunwoo Yuk1, Hyun-Chae Loh2, German A. Parada1,3, AmericanAssociation",Science,2019,,,,,,polymer_physics,readable,
P385,P385_unidentified.pdf,离子凝胶 核磁 红外.pdf,RESEARCH ARTICLE,"Hongfei Huang, Lijie Sun,* Yalin Zhang, Ruohan Zhang, Chang Chen,* and Wei Sun*",Polymer,2025,10.1002/adma.202506563,,,,,polymer_physics,readable,
P386,P386_unidentified.pdf,超薄膜制备和表征.pdf,pubs.acs.org/Macromolecules Article,"Jintao Feng, Saimeng Li, Chunlong Sun, Junjiang Wu, and Long Ye*",Macromolecules,2025,10.1021/acs.macromol.5c00747,,,,,polymer_physics,readable,
P387,P387_unidentified.pdf,滑联理论预测纠缠的星形分支弛豫与管模型预测明显不同.pdf,pubs.acs.org/Macromolecules Article,"Maria Katzarova,* Diego Becerra, Andrés Córdoba, Konstantin Taletskiy, and Jay D. Schieber*",Macromolecules,2025,10.1021/acs.macromol.5c01583,,,,,polymer_physics,readable,
P388,P388_unidentified.pdf,物理交联半柔性聚合物网络的自相似对数老化中的时间就是长度.pdf,"PHYSICAL REVIEW LETTERS 135, 158101 (2025)","Patrick Ilg ,1,* Clarisse Luap ,2,† and Martin Kröger 3,4,‡",Science,2025,10.1103/1slf-41nm,,,,,polymer_physics,readable,
P389,P389_unidentified.pdf,物理交联网络的粘弹性第 2 部分：动态机械模量.pdf,"Journal of Non-Newtonian Fluid Mechanics, 43 (1992) 273-288 273","Cavendish Laboratory, Madingley Road, Cambridge CB3 OHE (UK)",Science,1992,,,,,,polymer_physics,readable,
P390,P390_unidentified.pdf,玻璃在循环剪切变形下的疲劳失效.pdf,nature physics,"Received: 17 November 2024 Swarnendu Maity 1, Himangsu Bhaumik 1,2, Shivakumar Athani 1 &",Nature,2024,10.1038/s41567-026-03174-x,,,,,polymer_physics,readable,
P391,P391_unidentified.pdf,玻璃态聚合物中考虑脆 - 韧转变速率和温度的再进入现象.pdf,pubs.acs.org/Macromolecules Article,"Asal Y Siavoshani, Chaitanya Gupta, Ming-Chi Wang, Junpeng Wang, and Shi-Qing Wang*",Macromolecules,2014,10.1021/acs.macromol.5c01751,,,,,polymer_physics,readable,
P392,P392_unidentified.pdf,离子聚合物拉伸构像.pdf,pubs.acs.org/Macromolecules Article,,Macromolecules,2025,10.1021/acs.macromol.5c00924,,,,,polymer_physics,readable,
P393,P393_unidentified.pdf,类聚合物网络的非局域本征断裂能.pdf,"PHYSICAL REVIEW LETTERS 131, 228102 (2023)","Bolei Deng ,1,2,* Shu Wang ,1,* Chase Hartquist ,1,* and Xuanhe Zhao1,†",Science,2023,10.1103/PhysRevLett.131.228102,,,,,polymer_physics,readable,
P394,P394_unidentified.pdf,纳米复合材料中聚合物链段动力学的双群体 Rouse 模型.pdf,"PHYSICAL REVIEW E 113,015405(2026)","JackR.Rooks ,1GiovanniFerraro ,2,3EmilianoFratini ,2,3NareshC.Osti ,4OsawaTakahito ,5",Science,2026,10.1103/s8k6-cvfr,,,,,polymer_physics,readable,
P395,P395_unidentified.pdf,综述：聚合物中的缠结与断裂.pdf,pubs.acs.org/CR Review,"Taewon Kang, ¶ Jinyue Dai, ¶ Yan Huang, Haeji Kim, Sinan Keten, and Junsoo Kim*",Polymer,2025,10.1021/acs.chemrev.5c00459,,,,,polymer_physics,readable,
P396,P396_unidentified.pdf,缔合共聚物熔体中的分段动力学与玻璃化：簇形成、微畴和交联的作用.pdf,pubs.acs.org/Macromolecules Article,"Melts: Role of Cluster Formation, Microdomains, and Cross-Linking",Macromolecules,2025,10.1021/acs.macromol.5c02893,,,,,polymer_physics,readable,
P397,P397_unidentified.pdf,网络结构和交联聚集对聚丙烯基热固性聚氨酯结晶行为的影响.pdf,pubs.acs.org/Macromolecules Article,"Ronard Herrera Monegro, Josiah Hanson, Ioannis Mountziaris, Ramanan Krishnamoorti,*",Macromolecules,2025,10.1021/acs.macromol.5c01880,,,,,polymer_physics,readable,
P398,P398_unidentified.pdf,聚合物中链长依赖的关联分子运动.pdf,"PHYSICAL REVIEW LETTERS 135, 218101 (2025)","Matthew Reynolds ,1 Daniel L. Baker ,1 Peter D. Olmsted ,2 and Johan Mattsson 1,*",Polymer,2024,10.1103/p5r4-2g4q,,,,,polymer_physics,readable,
P399,P399_unidentified.pdf,聚合物动力学的统一记忆核：广义朗之万方程中流体力学与排除体积效应的耦合.pdf,pubs.acs.org/Macromolecules Article,"Xiaofei Tian, † Qinhang Liu, † Zhi-Chao Yan, Tongfei Shi, and Jizhong Chen*",Macromolecules,2025,10.1021/acs.macromol.5c01796,,,,,polymer_physics,readable,
P400,P400_unidentified.pdf,聚合物拉伸机理_大分子.pdf,pubs.acs.org/Macromolecules Article,,Nature,2025,10.1021/acs.macromol.5c00139,,,,,polymer_physics,readable,
P401,P401_unidentified.pdf,聚合物玻璃的橡胶表面弹性.pdf,pubs.acs.org/Macromolecules Article,"Haiyang Zhang, Zhongyang Zhou, Zhiyuan Yao, Jintian Luo,* and Biao Zuo*",Macromolecules,2025,10.1021/acs.macromol.5c02057,,,,,polymer_physics,readable,
P402,P402_unidentified.pdf,聚合物网络扩散的温度依赖性.pdf,Temperature Dependence of Polymer Network Diffusion,"Ryota Kudo, Yuki Yoshikawa , Takuya Katashima,",Polymer,2021,10.1103/PhysRevLett.127.237801,,,,,polymer_physics,readable,
P403,P403_unidentified.pdf,聚合物链构象触发无电荷纳米通道中的电渗透流动.pdf,pubs.acs.org/Macromolecules Article,"Xinxi Liu, Zexuan Li, Andriy Yaroshchuk, Wenyao Zhang, Yuqing Zhao, Qiuwang Wang,",Macromolecules,2025,10.1021/acs.macromol.5c02010,,,,,polymer_physics,readable,
P404,P404_unidentified.pdf,聚索烃链和带的弹性性质.pdf,"PHYSICAL REVIEW E 113,015404(2026)","JamesM.Polson ,LiamMacNevin ,AlaaddinElobeid ,andCarlosE.PadillaRobles",Polymer,2026,10.1103/gqs8-8rtg,,,,,polymer_physics,readable,
