paper_id,method_name,method_type,purpose,measured_information,strengths,limitations,key_result
P349,NMR,characterization,,,,,
P350,SEM,characterization,,,,,
P350,MD Simulation,characterization,,,,,
P350,TEM,characterization,,,,,
P350,Dielectric,characterization,,,,,
P350,Rheology,characterization,,,,,
P351,DMA,characterization,,,,,
P351,DSC,characterization,,,,,
P351,MD Simulation,characterization,,,,,
P351,TEM,characterization,,,,,
P351,SEM,characterization,,,,,
P352,Cyclic Voltammetry,characterization,,,,,
P352,TEM,characterization,,,,,
P353,Rheology,characterization,,,,,
P353,DSC,characterization,,,,,
P353,SEM,characterization,,,,,
P353,TEM,characterization,,,,,
P354,DMA,characterization,,,,,
P354,Neutron Scattering,characterization,,,,,
P354,MD Simulation,characterization,,,,,
P354,TEM,characterization,,,,,
P354,Dielectric,characterization,,,,,
P354,SEM,characterization,,,,,
P355,DMA,characterization,,,,,
P355,DSC,characterization,,,,,
P355,Rheology,characterization,,,,,
P355,TEM,characterization,,,,,
P355,Tensile,characterization,,,,,
P355,WAXD,characterization,,,,,
P356,DMA,characterization,,,,,
P356,Neutron Scattering,characterization,,,,,
P356,DSC,characterization,,,,,
P356,SEM,characterization,,,,,
P356,MD Simulation,characterization,,,,,
P356,TEM,characterization,,,,,
P356,Dielectric,characterization,,,,,
P356,Cyclic Voltammetry,characterization,,,,,
P356,Tensile,characterization,,,,,
P356,Rheology,characterization,,,,,
P357,SEM,characterization,,,,,
P357,DSC,characterization,,,,,
P357,MD Simulation,characterization,,,,,
P357,TEM,characterization,,,,,
P358,AFM,characterization,,,,,
P358,TEM,characterization,,,,,
P359,DMA,characterization,,,,,
P359,DSC,characterization,,,,,
P359,MD Simulation,characterization,,,,,
P359,TEM,characterization,,,,,
P359,SEM,characterization,,,,,
P360,DSC,characterization,,,,,
P360,TEM,characterization,,,,,
P360,Dielectric,characterization,,,,,
P360,SEM,characterization,,,,,
P360,DFT,characterization,,,,,
P361,Neutron Scattering,characterization,,,,,
P361,SEM,characterization,,,,,
P361,MD Simulation,characterization,,,,,
P361,TEM,characterization,,,,,
P361,Tensile,characterization,,,,,
P361,Rheology,characterization,,,,,
P362,Rheology,characterization,,,,,
P362,DFT,characterization,,,,,
P362,TEM,characterization,,,,,
P362,Tensile,characterization,,,,,
P363,DMA,characterization,,,,,
P363,SEM,characterization,,,,,
P363,TEM,characterization,,,,,
P363,TGA,characterization,,,,,
P363,Cyclic Voltammetry,characterization,,,,,
P363,Rheology,characterization,,,,,
P364,SAXS,characterization,,,,,
P364,DMA,characterization,,,,,
P364,Neutron Scattering,characterization,,,,,
P364,DSC,characterization,,,,,
P364,SEM,characterization,,,,,
P364,TEM,characterization,,,,,
P364,Tensile,characterization,,,,,
P364,WAXD,characterization,,,,,
P364,AFM,characterization,,,,,
P365,SAXS,characterization,,,,,
P365,DSC,characterization,,,,,
P365,SEM,characterization,,,,,
P365,TEM,characterization,,,,,
P365,WAXD,characterization,,,,,
P366,SAXS,characterization,,,,,
P366,Neutron Scattering,characterization,,,,,
P366,SEM,characterization,,,,,
P366,TEM,characterization,,,,,
P366,Cyclic Voltammetry,characterization,,,,,
P366,WAXD,characterization,,,,,
P366,DFT,characterization,,,,,
P367,SAXS,characterization,,,,,
P367,DMA,characterization,,,,,
P367,DLS,characterization,,,,,
P367,SEM,characterization,,,,,
P367,TEM,characterization,,,,,
P367,GPC,characterization,,,,,
P367,NMR,characterization,,,,,
P367,DFT,characterization,,,,,
P368,SAXS,characterization,,,,,
P368,FTIR,characterization,,,,,
P368,DMA,characterization,,,,,
P368,SEM,characterization,,,,,
P368,TEM,characterization,,,,,
P368,Dielectric,characterization,,,,,
P368,Tensile,characterization,,,,,
P368,Rheology,characterization,,,,,
P369,SAXS,characterization,,,,,
P369,DMA,characterization,,,,,
P369,Neutron Scattering,characterization,,,,,
P369,DSC,characterization,,,,,
P369,SEM,characterization,,,,,
P369,MD Simulation,characterization,,,,,
P369,Rheology,characterization,,,,,
P369,TEM,characterization,,,,,
P369,Dielectric,characterization,,,,,
P369,Tensile,characterization,,,,,
P369,WAXD,characterization,,,,,
P370,SAXS,characterization,,,,,
P370,FTIR,characterization,,,,,
P370,Neutron Scattering,characterization,,,,,
P370,DSC,characterization,,,,,
P370,SEM,characterization,,,,,
P370,TEM,characterization,,,,,
P370,NMR,characterization,,,,,
P370,AFM,characterization,,,,,
P371,SAXS,characterization,,,,,
P371,FTIR,characterization,,,,,
P371,Piezoelectric,characterization,,,,,
P371,SEM,characterization,,,,,
P371,MD Simulation,characterization,,,,,
P371,Rheology,characterization,,,,,
P371,TEM,characterization,,,,,
P371,Dielectric,characterization,,,,,
P371,Cyclic Voltammetry,characterization,,,,,
P371,Tensile,characterization,,,,,
P371,NMR,characterization,,,,,
P371,AFM,characterization,,,,,
P372,SEM,characterization,,,,,
P372,SAXS,characterization,,,,,
P372,Neutron Scattering,characterization,,,,,
P372,TEM,characterization,,,,,
P373,FTIR,characterization,,,,,
P373,DMA,characterization,,,,,
P373,DSC,characterization,,,,,
P373,SEM,characterization,,,,,
P373,Rheology,characterization,,,,,
P373,TEM,characterization,,,,,
P373,Dielectric,characterization,,,,,
P373,TGA,characterization,,,,,
P373,Cyclic Voltammetry,characterization,,,,,
P373,Tensile,characterization,,,,,
P373,NMR,characterization,,,,,
P373,AFM,characterization,,,,,
P373,XPS,characterization,,,,,
P374,SAXS,characterization,,,,,
P374,DMA,characterization,,,,,
P374,DSC,characterization,,,,,
P374,SEM,characterization,,,,,
P374,TEM,characterization,,,,,
P374,Tensile,characterization,,,,,
P374,WAXD,characterization,,,,,
P375,SAXS,characterization,,,,,
P375,FTIR,characterization,,,,,
P375,NMR,characterization,,,,,
P375,DMA,characterization,,,,,
P375,DSC,characterization,,,,,
P375,SEM,characterization,,,,,
P375,TEM,characterization,,,,,
P375,Dielectric,characterization,,,,,
P375,GPC,characterization,,,,,
P375,Tensile,characterization,,,,,
P375,WAXD,characterization,,,,,
P375,AFM,characterization,,,,,
P376,WAXD,characterization,,,,,
P376,SAXS,characterization,,,,,
P376,DSC,characterization,,,,,
P376,TEM,characterization,,,,,
P377,SAXS,characterization,,,,,
P377,FTIR,characterization,,,,,
P377,DSC,characterization,,,,,
P377,SEM,characterization,,,,,
P377,MD Simulation,characterization,,,,,
P377,TEM,characterization,,,,,
P377,Dielectric,characterization,,,,,
P377,NMR,characterization,,,,,
P378,SAXS,characterization,,,,,
P378,DMA,characterization,,,,,
P378,DSC,characterization,,,,,
P378,SEM,characterization,,,,,
P378,Rheology,characterization,,,,,
P378,TEM,characterization,,,,,
P378,Tensile,characterization,,,,,
P378,NMR,characterization,,,,,
P378,AFM,characterization,,,,,
P378,DFT,characterization,,,,,
P379,NMR,characterization,,,,,
P379,DMA,characterization,,,,,
P379,DSC,characterization,,,,,
P379,SEM,characterization,,,,,
P379,TEM,characterization,,,,,
P379,WAXD,characterization,,,,,
P379,AFM,characterization,,,,,
P379,DFT,characterization,,,,,
P380,SAXS,characterization,,,,,
P380,NMR,characterization,,,,,
P380,Fluorescence,characterization,,,,,
P380,DMA,characterization,,,,,
P380,DLS,characterization,,,,,
P380,Neutron Scattering,characterization,,,,,
P380,DSC,characterization,,,,,
P380,SEM,characterization,,,,,
P380,Rheology,characterization,,,,,
P380,TEM,characterization,,,,,
P380,TGA,characterization,,,,,
P380,Tensile,characterization,,,,,
P380,WAXD,characterization,,,,,
P380,AFM,characterization,,,,,
P381,SAXS,characterization,,,,,
P381,DSC,characterization,,,,,
P381,SEM,characterization,,,,,
P381,MD Simulation,characterization,,,,,
P381,Rheology,characterization,,,,,
P381,TEM,characterization,,,,,
P381,Dielectric,characterization,,,,,
P381,Tensile,characterization,,,,,
P381,NMR,characterization,,,,,
P382,DMA,characterization,,,,,
P382,SEM,characterization,,,,,
P382,TEM,characterization,,,,,
P382,Tensile,characterization,,,,,
P382,Rheology,characterization,,,,,
P383,SEM,characterization,,,,,
P383,Tensile,characterization,,,,,
P383,TEM,characterization,,,,,
P383,DMA,characterization,,,,,
P384,SAXS,characterization,,,,,
P384,DMA,characterization,,,,,
P384,DSC,characterization,,,,,
P384,SEM,characterization,,,,,
P384,Rheology,characterization,,,,,
P384,TEM,characterization,,,,,
P384,Tensile,characterization,,,,,
P384,WAXD,characterization,,,,,
P384,AFM,characterization,,,,,
P385,FTIR,characterization,,,,,
P385,DMA,characterization,,,,,
P385,DSC,characterization,,,,,
P385,SEM,characterization,,,,,
P385,Rheology,characterization,,,,,
P385,TEM,characterization,,,,,
P385,Dielectric,characterization,,,,,
P385,TGA,characterization,,,,,
P385,Cyclic Voltammetry,characterization,,,,,
P385,Tensile,characterization,,,,,
P385,NMR,characterization,,,,,
P385,AFM,characterization,,,,,
P385,XPS,characterization,,,,,
P386,DMA,characterization,,,,,
P386,SEM,characterization,,,,,
P386,Rheology,characterization,,,,,
P386,TEM,characterization,,,,,
P386,Tensile,characterization,,,,,
P386,WAXD,characterization,,,,,
P387,Rheology,characterization,,,,,
P387,MD Simulation,characterization,,,,,
P387,TEM,characterization,,,,,
P387,Dielectric,characterization,,,,,
P388,DMA,characterization,,,,,
P388,SEM,characterization,,,,,
P388,MD Simulation,characterization,,,,,
P388,TEM,characterization,,,,,
P388,Rheology,characterization,,,,,
P389,Rheology,characterization,,,,,
P389,TEM,characterization,,,,,
P389,DMA,characterization,,,,,
P390,DSC,characterization,,,,,
P390,SEM,characterization,,,,,
P390,MD Simulation,characterization,,,,,
P390,TEM,characterization,,,,,
P390,Rheology,characterization,,,,,
P391,SEM,characterization,,,,,
P391,Tensile,characterization,,,,,
P391,TEM,characterization,,,,,
P391,DMA,characterization,,,,,
P392,DSC,characterization,,,,,
P392,SEM,characterization,,,,,
P392,MD Simulation,characterization,,,,,
P392,TEM,characterization,,,,,
P392,Dielectric,characterization,,,,,
P392,Tensile,characterization,,,,,
P392,Rheology,characterization,,,,,
P393,DMA,characterization,,,,,
P393,TEM,characterization,,,,,
P393,Tensile,characterization,,,,,
P393,SEM,characterization,,,,,
P393,AFM,characterization,,,,,
P394,SAXS,characterization,,,,,
P394,Neutron Scattering,characterization,,,,,
P394,DSC,characterization,,,,,
P394,SEM,characterization,,,,,
P394,TEM,characterization,,,,,
P394,Dielectric,characterization,,,,,
P394,Cyclic Voltammetry,characterization,,,,,
P394,NMR,characterization,,,,,
P395,DSC,characterization,,,,,
P395,SEM,characterization,,,,,
P395,MD Simulation,characterization,,,,,
P395,Rheology,characterization,,,,,
P395,TEM,characterization,,,,,
P395,Tensile,characterization,,,,,
P395,WAXD,characterization,,,,,
P396,Neutron Scattering,characterization,,,,,
P396,SEM,characterization,,,,,
P396,MD Simulation,characterization,,,,,
P396,TEM,characterization,,,,,
P396,Dielectric,characterization,,,,,
P396,Rheology,characterization,,,,,
P397,SAXS,characterization,,,,,
P397,FTIR,characterization,,,,,
P397,DMA,characterization,,,,,
P397,DSC,characterization,,,,,
P397,SEM,characterization,,,,,
P397,Rheology,characterization,,,,,
P397,TEM,characterization,,,,,
P397,GPC,characterization,,,,,
P397,Tensile,characterization,,,,,
P397,WAXD,characterization,,,,,
P398,DMA,characterization,,,,,
P398,Neutron Scattering,characterization,,,,,
P398,DSC,characterization,,,,,
P398,MD Simulation,characterization,,,,,
P398,TEM,characterization,,,,,
P398,Dielectric,characterization,,,,,
P398,Rheology,characterization,,,,,
P399,SEM,characterization,,,,,
P399,DSC,characterization,,,,,
P399,MD Simulation,characterization,,,,,
P399,TEM,characterization,,,,,
P400,FTIR,characterization,,,,,
P400,DMA,characterization,,,,,
P400,DSC,characterization,,,,,
P400,SEM,characterization,,,,,
P400,MD Simulation,characterization,,,,,
P400,Rheology,characterization,,,,,
P400,TEM,characterization,,,,,
P400,Dielectric,characterization,,,,,
P400,TGA,characterization,,,,,
P400,GPC,characterization,,,,,
P400,Tensile,characterization,,,,,
P400,NMR,characterization,,,,,
P401,DSC,characterization,,,,,
P401,SEM,characterization,,,,,
P401,TEM,characterization,,,,,
P401,Rheology,characterization,,,,,
P401,AFM,characterization,,,,,
P402,Rheology,characterization,,,,,
P402,SEM,characterization,,,,,
P402,TEM,characterization,,,,,
P402,DLS,characterization,,,,,
P403,DMA,characterization,,,,,
P403,DSC,characterization,,,,,
P403,SEM,characterization,,,,,
P403,MD Simulation,characterization,,,,,
P403,TEM,characterization,,,,,
P403,Dielectric,characterization,,,,,
P403,Cyclic Voltammetry,characterization,,,,,
P403,Rheology,characterization,,,,,
P404,DMA,characterization,,,,,
P404,DSC,characterization,,,,,
P404,MD Simulation,characterization,,,,,
P404,TEM,characterization,,,,,
P404,SEM,characterization,,,,,
P404,AFM,characterization,,,,,
P405,Rheology,characterization,,,,,
P405,SEM,characterization,,,,,
P405,TEM,characterization,,,,,
P405,DLS,characterization,,,,,
P406,DMA,characterization,,,,,
P406,DSC,characterization,,,,,
P406,SEM,characterization,,,,,
P406,TEM,characterization,,,,,
P406,TGA,characterization,,,,,
P406,Cyclic Voltammetry,characterization,,,,,
P406,Rheology,characterization,,,,,
P407,SEM,characterization,,,,,
P407,DSC,characterization,,,,,
P407,MD Simulation,characterization,,,,,
P407,TEM,characterization,,,,,
P408,DMA,characterization,,,,,
P408,DSC,characterization,,,,,
P408,SEM,characterization,,,,,
P408,MD Simulation,characterization,,,,,
P408,TEM,characterization,,,,,
P408,TGA,characterization,,,,,
P408,Cyclic Voltammetry,characterization,,,,,
P408,Rheology,characterization,,,,,
P409,DLS,characterization,,,,,
P409,DSC,characterization,,,,,
P409,TEM,characterization,,,,,
P409,Cyclic Voltammetry,characterization,,,,,
P409,SEM,characterization,,,,,
P409,AFM,characterization,,,,,
P410,DSC,characterization,,,,,
P410,SEM,characterization,,,,,
P410,TEM,characterization,,,,,
P410,Cyclic Voltammetry,characterization,,,,,
P410,NMR,characterization,,,,,
P411,DMA,characterization,,,,,
P411,DSC,characterization,,,,,
P411,SEM,characterization,,,,,
P411,Rheology,characterization,,,,,
P411,TEM,characterization,,,,,
P411,Dielectric,characterization,,,,,
P411,Cyclic Voltammetry,characterization,,,,,
P411,NMR,characterization,,,,,
P412,SEM,characterization,,,,,
P412,DSC,characterization,,,,,
P412,TEM,characterization,,,,,
P413,DMA,characterization,,,,,
P413,DSC,characterization,,,,,
P413,SEM,characterization,,,,,
P413,TEM,characterization,,,,,
P413,Rheology,characterization,,,,,
P414,SAXS,characterization,,,,,
P414,DMA,characterization,,,,,
P414,DSC,characterization,,,,,
P414,SEM,characterization,,,,,
P414,MD Simulation,characterization,,,,,
P414,TEM,characterization,,,,,
P414,NMR,characterization,,,,,
P415,SAXS,characterization,,,,,
P415,NMR,characterization,,,,,
P415,DMA,characterization,,,,,
P415,DSC,characterization,,,,,
P415,SEM,characterization,,,,,
P415,MD Simulation,characterization,,,,,
P415,TEM,characterization,,,,,
P415,WAXD,characterization,,,,,
P416,SAXS,characterization,,,,,
P416,FTIR,characterization,,,,,
P416,DMA,characterization,,,,,
P416,DSC,characterization,,,,,
P416,SEM,characterization,,,,,
P416,TEM,characterization,,,,,
P416,Cyclic Voltammetry,characterization,,,,,
P416,GPC,characterization,,,,,
P416,Tensile,characterization,,,,,
P416,WAXD,characterization,,,,,
P417,DMA,characterization,,,,,
P417,SEM,characterization,,,,,
P417,TEM,characterization,,,,,
P417,TGA,characterization,,,,,
P417,Cyclic Voltammetry,characterization,,,,,
P417,Tensile,characterization,,,,,
P417,NMR,characterization,,,,,
P417,AFM,characterization,,,,,
P417,XPS,characterization,,,,,
P418,NMR,characterization,,,,,
P418,DSC,characterization,,,,,
P418,TEM,characterization,,,,,
P418,DMA,characterization,,,,,
P419,DMA,characterization,,,,,
P419,SEM,characterization,,,,,
P419,MD Simulation,characterization,,,,,
P419,TEM,characterization,,,,,
P419,Cyclic Voltammetry,characterization,,,,,
P419,Rheology,characterization,,,,,
P419,AFM,characterization,,,,,
P420,DSC,characterization,,,,,
P420,SEM,characterization,,,,,
P420,MD Simulation,characterization,,,,,
P420,TEM,characterization,,,,,
P420,Rheology,characterization,,,,,
P420,GPC,characterization,,,,,
P420,NMR,characterization,,,,,
P421,DSC,characterization,,,,,
P421,SEM,characterization,,,,,
P421,MD Simulation,characterization,,,,,
P421,TEM,characterization,,,,,
P421,Rheology,characterization,,,,,
P421,GPC,characterization,,,,,
P421,NMR,characterization,,,,,
P422,SEM,characterization,,,,,
P422,TEM,characterization,,,,,
P422,DMA,characterization,,,,,
P423,SEM,characterization,,,,,
P423,MD Simulation,characterization,,,,,
P423,TEM,characterization,,,,,
P424,DSC,characterization,,,,,
P424,MD Simulation,characterization,,,,,
P424,TEM,characterization,,,,,
P424,Cyclic Voltammetry,characterization,,,,,
P424,SEM,characterization,,,,,
P425,SAXS,characterization,,,,,
P425,NMR,characterization,,,,,
P425,SEM,characterization,,,,,
P425,TEM,characterization,,,,,
P425,Cyclic Voltammetry,characterization,,,,,
P425,GPC,characterization,,,,,
P425,WAXD,characterization,,,,,
P426,FTIR,characterization,,,,,
P426,DMA,characterization,,,,,
P426,DSC,characterization,,,,,
P426,SEM,characterization,,,,,
P426,TEM,characterization,,,,,
P426,Cyclic Voltammetry,characterization,,,,,
P426,NMR,characterization,,,,,
P426,AFM,characterization,,,,,
P426,DFT,characterization,,,,,
P427,FTIR,characterization,,,,,
P427,DMA,characterization,,,,,
P427,DSC,characterization,,,,,
P427,SEM,characterization,,,,,
P427,TEM,characterization,,,,,
P427,TGA,characterization,,,,,
P427,Tensile,characterization,,,,,
P427,Rheology,characterization,,,,,
P428,SAXS,characterization,,,,,
P428,DMA,characterization,,,,,
P428,DSC,characterization,,,,,
P428,SEM,characterization,,,,,
P428,Rheology,characterization,,,,,
P428,TEM,characterization,,,,,
P428,GPC,characterization,,,,,
P428,Tensile,characterization,,,,,
P428,NMR,characterization,,,,,
P428,DFT,characterization,,,,,
P429,DMA,characterization,,,,,
P429,DSC,characterization,,,,,
P429,SEM,characterization,,,,,
P429,Rheology,characterization,,,,,
P429,TEM,characterization,,,,,
P429,Cyclic Voltammetry,characterization,,,,,
P429,Tensile,characterization,,,,,
P429,WAXD,characterization,,,,,
P429,AFM,characterization,,,,,
P430,SAXS,characterization,,,,,
P430,FTIR,characterization,,,,,
P430,Fluorescence,characterization,,,,,
P430,DMA,characterization,,,,,
P430,DSC,characterization,,,,,
P430,SEM,characterization,,,,,
P430,Rheology,characterization,,,,,
P430,TEM,characterization,,,,,
P430,TGA,characterization,,,,,
P430,Cyclic Voltammetry,characterization,,,,,
P430,Tensile,characterization,,,,,
P430,NMR,characterization,,,,,
P430,DFT,characterization,,,,,
P431,SAXS,characterization,,,,,
P431,FTIR,characterization,,,,,
P431,DMA,characterization,,,,,
P431,DSC,characterization,,,,,
P431,SEM,characterization,,,,,
P431,TEM,characterization,,,,,
P431,Tensile,characterization,,,,,
P431,NMR,characterization,,,,,
P431,AFM,characterization,,,,,
P431,DFT,characterization,,,,,
P432,DMA,characterization,,,,,
P432,SEM,characterization,,,,,
P432,MD Simulation,characterization,,,,,
P432,TEM,characterization,,,,,
P432,Tensile,characterization,,,,,
P432,Rheology,characterization,,,,,
P433,DMA,characterization,,,,,
P433,DSC,characterization,,,,,
P433,SEM,characterization,,,,,
P433,Rheology,characterization,,,,,
P433,TEM,characterization,,,,,
P433,GPC,characterization,,,,,
P433,Tensile,characterization,,,,,
P433,NMR,characterization,,,,,
P434,DMA,characterization,,,,,
P434,DSC,characterization,,,,,
P434,SEM,characterization,,,,,
P434,TEM,characterization,,,,,
P434,Tensile,characterization,,,,,
P434,Rheology,characterization,,,,,
P435,FTIR,characterization,,,,,
P435,NMR,characterization,,,,,
P435,DMA,characterization,,,,,
P435,DSC,characterization,,,,,
P435,SEM,characterization,,,,,
P435,MD Simulation,characterization,,,,,
P435,Rheology,characterization,,,,,
P435,TEM,characterization,,,,,
P435,Tensile,characterization,,,,,
P435,WAXD,characterization,,,,,
P435,AFM,characterization,,,,,
P435,DFT,characterization,,,,,
P436,SAXS,characterization,,,,,
P436,DLS,characterization,,,,,
P436,DSC,characterization,,,,,
P436,SEM,characterization,,,,,
P436,MD Simulation,characterization,,,,,
P436,Rheology,characterization,,,,,
P436,TEM,characterization,,,,,
P436,Dielectric,characterization,,,,,
P436,NMR,characterization,,,,,
P437,SAXS,characterization,,,,,
P437,FTIR,characterization,,,,,
P437,NMR,characterization,,,,,
P437,DMA,characterization,,,,,
P437,DSC,characterization,,,,,
P437,SEM,characterization,,,,,
P437,Rheology,characterization,,,,,
P437,TEM,characterization,,,,,
P437,UV-Vis,characterization,,,,,
P437,TGA,characterization,,,,,
P437,GPC,characterization,,,,,
P437,Tensile,characterization,,,,,
P437,WAXD,characterization,,,,,
P437,AFM,characterization,,,,,
P437,DFT,characterization,,,,,
P438,SAXS,characterization,,,,,
P438,FTIR,characterization,,,,,
P438,DMA,characterization,,,,,
P438,DSC,characterization,,,,,
P438,Rheology,characterization,,,,,
P438,TEM,characterization,,,,,
P438,Cyclic Voltammetry,characterization,,,,,
P438,GPC,characterization,,,,,
P438,Tensile,characterization,,,,,
P438,NMR,characterization,,,,,
P438,AFM,characterization,,,,,
P438,XPS,characterization,,,,,
P439,SAXS,characterization,,,,,
P439,FTIR,characterization,,,,,
P439,Neutron Scattering,characterization,,,,,
P439,DSC,characterization,,,,,
P439,SEM,characterization,,,,,
P439,MD Simulation,characterization,,,,,
P439,Rheology,characterization,,,,,
P439,TEM,characterization,,,,,
P439,Tensile,characterization,,,,,
P439,WAXD,characterization,,,,,
P439,AFM,characterization,,,,,
P440,FTIR,characterization,,,,,
P440,Piezoelectric,characterization,,,,,
P440,DMA,characterization,,,,,
P440,DSC,characterization,,,,,
P440,SEM,characterization,,,,,
P440,Rheology,characterization,,,,,
P440,TEM,characterization,,,,,
P440,Cyclic Voltammetry,characterization,,,,,
P440,Tensile,characterization,,,,,
P440,NMR,characterization,,,,,
P441,DMA,characterization,,,,,
P441,DSC,characterization,,,,,
P441,TEM,characterization,,,,,
P441,Dielectric,characterization,,,,,
P441,SEM,characterization,,,,,
P442,SAXS,characterization,,,,,
P442,NMR,characterization,,,,,
P442,DSC,characterization,,,,,
P442,SEM,characterization,,,,,
P442,MD Simulation,characterization,,,,,
P442,Rheology,characterization,,,,,
P442,TEM,characterization,,,,,
P442,Tensile,characterization,,,,,
P442,WAXD,characterization,,,,,
P442,DFT,characterization,,,,,
P443,SAXS,characterization,,,,,
P443,FTIR,characterization,,,,,
P443,DSC,characterization,,,,,
P443,SEM,characterization,,,,,
P443,Rheology,characterization,,,,,
P443,TEM,characterization,,,,,
P443,Dielectric,characterization,,,,,
P443,GPC,characterization,,,,,
P443,Tensile,characterization,,,,,
P443,NMR,characterization,,,,,
P443,AFM,characterization,,,,,
P444,FTIR,characterization,,,,,
P444,DMA,characterization,,,,,
P444,DLS,characterization,,,,,
P444,DSC,characterization,,,,,
P444,SEM,characterization,,,,,
P444,MD Simulation,characterization,,,,,
P444,Rheology,characterization,,,,,
P444,TEM,characterization,,,,,
P444,Cyclic Voltammetry,characterization,,,,,
P444,Tensile,characterization,,,,,
P444,NMR,characterization,,,,,
P444,AFM,characterization,,,,,
P444,DFT,characterization,,,,,
P445,DMA,characterization,,,,,
P445,SEM,characterization,,,,,
P445,TEM,characterization,,,,,
P445,Tensile,characterization,,,,,
P445,Rheology,characterization,,,,,
P446,DMA,characterization,,,,,
P446,DSC,characterization,,,,,
P446,SEM,characterization,,,,,
P446,TEM,characterization,,,,,
P446,TGA,characterization,,,,,
P446,Rheology,characterization,,,,,
P446,AFM,characterization,,,,,
P447,SAXS,characterization,,,,,
P447,FTIR,characterization,,,,,
P447,DMA,characterization,,,,,
P447,DSC,characterization,,,,,
P447,SEM,characterization,,,,,
P447,Rheology,characterization,,,,,
P447,TEM,characterization,,,,,
P447,Dielectric,characterization,,,,,
P447,TGA,characterization,,,,,
P447,Tensile,characterization,,,,,
P447,WAXD,characterization,,,,,
P447,AFM,characterization,,,,,
P448,FTIR,characterization,,,,,
P448,DMA,characterization,,,,,
P448,DSC,characterization,,,,,
P448,SEM,characterization,,,,,
P448,Rheology,characterization,,,,,
P448,TEM,characterization,,,,,
P448,TGA,characterization,,,,,
P448,Cyclic Voltammetry,characterization,,,,,
P448,Tensile,characterization,,,,,
P448,WAXD,characterization,,,,,
P449,SAXS,characterization,,,,,
P449,DMA,characterization,,,,,
P449,DSC,characterization,,,,,
P449,SEM,characterization,,,,,
P449,Rheology,characterization,,,,,
P449,TEM,characterization,,,,,
P449,Cyclic Voltammetry,characterization,,,,,
P449,Tensile,characterization,,,,,
P449,NMR,characterization,,,,,
P449,AFM,characterization,,,,,
P449,DFT,characterization,,,,,
P450,SAXS,characterization,,,,,
P450,FTIR,characterization,,,,,
P450,DMA,characterization,,,,,
P450,DSC,characterization,,,,,
P450,MD Simulation,characterization,,,,,
P450,Rheology,characterization,,,,,
P450,TEM,characterization,,,,,
P450,GPC,characterization,,,,,
P450,Tensile,characterization,,,,,
P450,NMR,characterization,,,,,
P450,AFM,characterization,,,,,
P451,FTIR,characterization,,,,,
P451,DMA,characterization,,,,,
P451,DSC,characterization,,,,,
P451,SEM,characterization,,,,,
P451,TEM,characterization,,,,,
P451,Cyclic Voltammetry,characterization,,,,,
P451,Tensile,characterization,,,,,
P451,Rheology,characterization,,,,,
P452,SAXS,characterization,,,,,
P452,FTIR,characterization,,,,,
P452,Fluorescence,characterization,,,,,
P452,DMA,characterization,,,,,
P452,SEM,characterization,,,,,
P452,Rheology,characterization,,,,,
P452,TEM,characterization,,,,,
P452,Dielectric,characterization,,,,,
P452,GPC,characterization,,,,,
P452,Tensile,characterization,,,,,
P452,NMR,characterization,,,,,
P453,SAXS,characterization,,,,,
P453,FTIR,characterization,,,,,
P453,NMR,characterization,,,,,
P453,DSC,characterization,,,,,
P453,SEM,characterization,,,,,
P453,TEM,characterization,,,,,
P453,Tensile,characterization,,,,,
P453,WAXD,characterization,,,,,
P453,DFT,characterization,,,,,
P454,SAXS,characterization,,,,,
P454,NMR,characterization,,,,,
P454,DMA,characterization,,,,,
P454,Neutron Scattering,characterization,,,,,
P454,DSC,characterization,,,,,
P454,SEM,characterization,,,,,
P454,Rheology,characterization,,,,,
P454,TEM,characterization,,,,,
P454,Tensile,characterization,,,,,
P454,WAXD,characterization,,,,,
P454,AFM,characterization,,,,,
P455,SAXS,characterization,,,,,
P455,FTIR,characterization,,,,,
P455,DMA,characterization,,,,,
P455,SEM,characterization,,,,,
P455,MD Simulation,characterization,,,,,
P455,Rheology,characterization,,,,,
P455,TEM,characterization,,,,,
P455,Dielectric,characterization,,,,,
P455,Tensile,characterization,,,,,
P455,NMR,characterization,,,,,
P455,AFM,characterization,,,,,
P456,SAXS,characterization,,,,,
P456,FTIR,characterization,,,,,
P456,DMA,characterization,,,,,
P456,SEM,characterization,,,,,
P456,MD Simulation,characterization,,,,,
P456,Rheology,characterization,,,,,
P456,TEM,characterization,,,,,
P456,Dielectric,characterization,,,,,
P456,Tensile,characterization,,,,,
P456,NMR,characterization,,,,,
P456,AFM,characterization,,,,,
