paper_id,figure_or_table,content,key_observation,supported_conclusion,importance_level
P153,Fig. 7,,,,
P153,Fig. 6,,,,
P153,Fig. 17,,,,
P153,Fig. 3,,,,
P153,Fig. 9,,,,
P153,Fig. 12,,,,
P153,Fig. 10,,,,
P153,Fig. 11,,,,
P153,Fig. 5,,,,
P154,Fig. 6b,,,,
P154,Fig. 4,,,,
P154,Fig. 4a,,,,
P154,Fig. 7b,,,,
P154,Fig. 11d,,,,
P154,Fig. 7,,,,
P154,Fig. 10b,,,,
P154,Fig. 9,,,,
P154,Fig. 5c,,,,
P154,Fig. 9a,,,,
P154,Fig. 2,,,,
P154,Fig. 8,,,,
P154,Fig. 1b,,,,
P154,Fig. 1,,,,
P154,Fig. 5a,,,,
P154,Fig. 10,,,,
P154,Fig. 11,,,,
P154,Fig. 3c,,,,
P154,Fig. 3a,,,,
P154,Fig. 9b,,,,
P154,Fig. 4b,,,,
P154,Fig. 1c,,,,
P154,Fig. 7a,,,,
P154,Fig. 7c,,,,
P154,Fig. 6a,,,,
P154,Fig. 8b,,,,
P154,Fig. 9c,,,,
P154,Fig. 11a,,,,
P154,Fig. 10a,,,,
P154,Fig. 6,,,,
P154,Fig. 5b,,,,
P154,Fig. 3,,,,
P154,Fig. 4c,,,,
P154,Fig. 6c,,,,
P154,Fig. 5,,,,
P155,Fig. 6b,,,,
P155,Fig. 2b,,,,
P155,Fig. 4,,,,
P155,Fig. 30,,,,
P155,Fig. 7,,,,
P155,Fig. 39,,,,
P155,Fig. 1a,,,,
P155,Fig. 5c,,,,
P155,Fig. 2,,,,
P155,Fig. 1,,,,
P155,Fig. 5a,,,,
P155,Fig. 7d,,,,
P155,Fig. 4b,,,,
P155,Fig. 2c,,,,
P155,Fig. 7a,,,,
P155,Fig. 7c,,,,
P155,Fig. 6a,,,,
P155,Fig. 1d,,,,
P155,Fig. 6,,,,
P155,Fig. 3,,,,
P155,Fig. 6c,,,,
P155,Fig. 5,,,,
P156,Fig. 4d,,,,
P156,Fig. 2d,,,,
P156,Fig. 2b,,,,
P156,Fig. 4a,,,,
P156,Fig. 5d,,,,
P156,Fig. 5g,,,,
P156,Fig. 1a,,,,
P156,Fig. 3b,,,,
P156,Fig. 5c,,,,
P156,Fig. 1b,,,,
P156,Fig. 5e,,,,
P156,Fig. 5a,,,,
P156,Fig. 3c,,,,
P156,Fig. 3a,,,,
P156,Fig. 4b,,,,
P156,Fig. 1c,,,,
P156,Fig. 5b,,,,
P156,Fig. 4c,,,,
P156,Fig. 2a,,,,
P157,Fig. 3a,,,,
P157,Fig. 5c,,,,
P157,Fig. 2,,,,
P157,Fig. 2c,,,,
P157,Fig. 1b,,,,
P157,Fig. 1c,,,,
P157,Fig. 1,,,,
P157,Fig. 4,,,,
P157,Fig. 7,,,,
P157,Fig. 8,,,,
P157,Fig. 1a,,,,
P157,Fig. 6,,,,
P157,Fig. 3,,,,
P157,Fig. 2a,,,,
P157,Fig. 5,,,,
P158,Fig. 4d,,,,
P158,Fig. 6b,,,,
P158,Fig. 2b,,,,
P158,Fig. 4,,,,
P158,Fig. 7,,,,
P158,Fig. 1a,,,,
P158,Fig. 3b,,,,
P158,Fig. 2,,,,
P158,Fig. 8,,,,
P158,Fig. 1b,,,,
P158,Fig. 1,,,,
P158,Fig. 5a,,,,
P158,Fig. 3a,,,,
P158,Fig. 2c,,,,
P158,Fig. 1c,,,,
P158,Fig. 7a,,,,
P158,Fig. 6a,,,,
P158,Fig. 8b,,,,
P158,Fig. 6,,,,
P158,Fig. 3,,,,
P158,Fig. 5,,,,
P159,Fig. 15,,,,
P159,Fig. 6b,,,,
P159,Fig. 25,,,,
P159,Fig. 6d,,,,
P159,Fig. 4,,,,
P159,Fig. 4a,,,,
P159,Fig. 13a,,,,
P159,Fig. 7b,,,,
P159,Fig. 5d,,,,
P159,Fig. 7,,,,
P159,Fig. 1f,,,,
P159,Fig. 1a,,,,
P159,Fig. 3b,,,,
P159,Fig. 9,,,,
P159,Fig. 18,,,,
P159,Fig. 5c,,,,
P159,Fig. 13,,,,
P159,Fig. 2,,,,
P159,Fig. 14,,,,
P159,Fig. 1b,,,,
P159,Fig. 1,,,,
P159,Fig. 21,,,,
P159,Fig. 5e,,,,
P159,Fig. 5a,,,,
P159,Fig. 10,,,,
P159,Fig. 11,,,,
P159,Fig. 3a,,,,
P159,Fig. 4b,,,,
P159,Fig. 19,,,,
P159,Fig. 1c,,,,
P159,Fig. 20,,,,
P159,Fig. 7a,,,,
P159,Fig. 12,,,,
P159,Fig. 6a,,,,
P159,Fig. 1e,,,,
P159,Fig. 3d,,,,
P159,Fig. 6,,,,
P159,Fig. 5b,,,,
P159,Fig. 3,,,,
P159,Fig. 4c,,,,
P159,Fig. 6c,,,,
P159,Fig. 5,,,,
P161,Fig. 6b,,,,
P161,Fig. 4a,,,,
P161,Fig. 4,,,,
P161,Fig. 7b,,,,
P161,Fig. 7,,,,
P161,Fig. 1a,,,,
P161,Fig. 9,,,,
P161,Fig. 2,,,,
P161,Fig. 8,,,,
P161,Fig. 1,,,,
P161,Fig. 5a,,,,
P161,Fig. 4b,,,,
P161,Fig. 7a,,,,
P161,Fig. 6,,,,
P161,Fig. 5b,,,,
P161,Fig. 3,,,,
P161,Fig. 4c,,,,
P161,Fig. 7s,,,,
P161,Fig. 5,,,,
P162,Fig. 2b,,,,
P162,Fig. 4,,,,
P162,Fig. 7,,,,
P162,Fig. 1a,,,,
P162,Fig. 3b,,,,
P162,Fig. 9,,,,
P162,Fig. 2,,,,
P162,Fig. 1b,,,,
P162,Fig. 1,,,,
P162,Fig. 3a,,,,
P162,Fig. 1c,,,,
P162,Fig. 8a,,,,
P162,Fig. 9c,,,,
P162,Fig. 1d,,,,
P162,Fig. 1e,,,,
P162,Fig. 6,,,,
P162,Fig. 3,,,,
P162,Fig. 2a,,,,
P162,Fig. 5,,,,
P163,Fig. 1d,,,,
P163,Fig. 16a,,,,
P163,Fig. 3a,,,,
P163,Fig. 4b,,,,
P163,Fig. 13,,,,
P163,Fig. 2,,,,
P163,Fig. 4,,,,
P163,Fig. 1c,,,,
P163,Fig. 1b,,,,
P163,Fig. 1,,,,
P163,Fig. 2c,,,,
P163,Fig. 4a,,,,
P163,Fig. 1a,,,,
P163,Fig. 3b,,,,
P163,Fig. 3,,,,
P163,Fig. 12,,,,
P163,Fig. 5,,,,
P164,Fig. 4d,,,,
P164,Fig. 2d,,,,
P164,Fig. 2b,,,,
P164,Fig. 4,,,,
P164,Fig. 4a,,,,
P164,Fig. 3g,,,,
P164,Fig. 7,,,,
P164,Fig. 1f,,,,
P164,Fig. 3e,,,,
P164,Fig. 1a,,,,
P164,Fig. 3b,,,,
P164,Fig. 2i,,,,
P164,Fig. 1g,,,,
P164,Fig. 9,,,,
P164,Fig. 3h,,,,
P164,Fig. 2f,,,,
P164,Fig. 4f,,,,
P164,Fig. 8,,,,
P164,Fig. 2,,,,
P164,Fig. 1b,,,,
P164,Fig. 1,,,,
P164,Fig. 2g,,,,
P164,Fig. 1i,,,,
P164,Fig. 10,,,,
P164,Fig. 11,,,,
P164,Fig. 3c,,,,
P164,Fig. 2e,,,,
P164,Fig. 3a,,,,
P164,Fig. 4b,,,,
P164,Fig. 4e,,,,
P164,Fig. 1h,,,,
P164,Fig. 3i,,,,
P164,Fig. 1c,,,,
P164,Fig. 3f,,,,
P164,Fig. 1d,,,,
P164,Fig. 2h,,,,
P164,Fig. 1e,,,,
P164,Fig. 3d,,,,
P164,Fig. 6,,,,
P164,Fig. 3,,,,
P164,Fig. 4c,,,,
P164,Fig. 2a,,,,
P164,Fig. 5,,,,
P165,Fig. 4d,,,,
P165,Fig. 6b,,,,
P165,Fig. 10e,,,,
P165,Fig. 6d,,,,
P165,Fig. 4a,,,,
P165,Fig. 4,,,,
P165,Fig. 7b,,,,
P165,Fig. 8d,,,,
P165,Fig. 5d,,,,
P165,Fig. 7,,,,
P165,Fig. 10b,,,,
P165,Fig. 3e,,,,
P165,Fig. 3b,,,,
P165,Fig. 2i,,,,
P165,Fig. 9,,,,
P165,Fig. 5c,,,,
P165,Fig. 10d,,,,
P165,Fig. 9a,,,,
P165,Fig. 2,,,,
P165,Fig. 8,,,,
P165,Fig. 1,,,,
P165,Fig. 5e,,,,
P165,Fig. 5a,,,,
P165,Fig. 7d,,,,
P165,Fig. 10,,,,
P165,Fig. 5f,,,,
P165,Fig. 3c,,,,
P165,Fig. 3a,,,,
P165,Fig. 9b,,,,
P165,Fig. 4b,,,,
P165,Fig. 4e,,,,
P165,Fig. 6f,,,,
P165,Fig. 7a,,,,
P165,Fig. 7c,,,,
P165,Fig. 7f,,,,
P165,Fig. 8a,,,,
P165,Fig. 10c,,,,
P165,Fig. 3f,,,,
P165,Fig. 6a,,,,
P165,Fig. 7e,,,,
P165,Fig. 8b,,,,
P165,Fig. 9c,,,,
P165,Fig. 6e,,,,
P165,Fig. 9d,,,,
P165,Fig. 10f,,,,
P165,Fig. 10a,,,,
P165,Fig. 8e,,,,
P165,Fig. 3d,,,,
P165,Fig. 6,,,,
P165,Fig. 8c,,,,
P165,Fig. 5b,,,,
P165,Fig. 3,,,,
P165,Fig. 4c,,,,
P165,Fig. 6c,,,,
P165,Fig. 5,,,,
P166,Fig. 4d,,,,
P166,Fig. 2d,,,,
P166,Fig. 2b,,,,
P166,Fig. 4a,,,,
P166,Fig. 4,,,,
P166,Fig. 5d,,,,
P166,Fig. 3e,,,,
P166,Fig. 1a,,,,
P166,Fig. 5c,,,,
P166,Fig. 2,,,,
P166,Fig. 1b,,,,
P166,Fig. 1,,,,
P166,Fig. 5e,,,,
P166,Fig. 5a,,,,
P166,Fig. 3c,,,,
P166,Fig. 3a,,,,
P166,Fig. 4b,,,,
P166,Fig. 2c,,,,
P166,Fig. 3f,,,,
P166,Fig. 1d,,,,
P166,Fig. 3d,,,,
P166,Fig. 5b,,,,
P166,Fig. 3,,,,
P166,Fig. 4c,,,,
P166,Fig. 2a,,,,
P166,Fig. 5,,,,
P167,Fig. 4d,,,,
P167,Fig. 2d,,,,
P167,Fig. 2b,,,,
P167,Fig. 4,,,,
P167,Fig. 4a,,,,
P167,Fig. 5d,,,,
P167,Fig. 5g,,,,
P167,Fig. 3e,,,,
P167,Fig. 1a,,,,
P167,Fig. 3b,,,,
P167,Fig. 2f,,,,
P167,Fig. 5c,,,,
P167,Fig. 4f,,,,
P167,Fig. 5j,,,,
P167,Fig. 2,,,,
P167,Fig. 1b,,,,
P167,Fig. 1,,,,
P167,Fig. 5e,,,,
P167,Fig. 5a,,,,
P167,Fig. 5h,,,,
P167,Fig. 5f,,,,
P167,Fig. 3c,,,,
P167,Fig. 2e,,,,
P167,Fig. 3a,,,,
P167,Fig. 4b,,,,
P167,Fig. 4e,,,,
P167,Fig. 2c,,,,
P167,Fig. 1c,,,,
P167,Fig. 5i,,,,
P167,Fig. 3f,,,,
P167,Fig. 1d,,,,
P167,Fig. 3d,,,,
P167,Fig. 5b,,,,
P167,Fig. 3,,,,
P167,Fig. 4c,,,,
P167,Fig. 2a,,,,
P167,Fig. 5,,,,
P168,Fig. 6b,,,,
P168,Fig. 2d,,,,
P168,Fig. 2b,,,,
P168,Fig. 6d,,,,
P168,Fig. 4,,,,
P168,Fig. 3g,,,,
P168,Fig. 1a,,,,
P168,Fig. 3b,,,,
P168,Fig. 17,,,,
P168,Fig. 9,,,,
P168,Fig. 3h,,,,
P168,Fig. 6c,,,,
P168,Fig. 18,,,,
P168,Fig. 2f,,,,
P168,Fig. 1b,,,,
P168,Fig. 1,,,,
P168,Fig. 2g,,,,
P168,Fig. 10,,,,
P168,Fig. 11,,,,
P168,Fig. 3c,,,,
P168,Fig. 2e,,,,
P168,Fig. 3a,,,,
P168,Fig. 2c,,,,
P168,Fig. 1c,,,,
P168,Fig. 6f,,,,
P168,Fig. 7a,,,,
P168,Fig. 8a,,,,
P168,Fig. 3f,,,,
P168,Fig. 8b,,,,
P168,Fig. 6a,,,,
P168,Fig. 16,,,,
P168,Fig. 1d,,,,
P168,Fig. 6e,,,,
P168,Fig. 1e,,,,
P168,Fig. 3,,,,
P168,Fig. 2a,,,,
P168,Fig. 5,,,,
P169,Fig. 4d,,,,
P169,Fig. 6b,,,,
P169,Fig. 10e,,,,
P169,Fig. 6d,,,,
P169,Fig. 4,,,,
P169,Fig. 4a,,,,
P169,Fig. 11d,,,,
P169,Fig. 5d,,,,
P169,Fig. 7,,,,
P169,Fig. 10b,,,,
P169,Fig. 9,,,,
P169,Fig. 5c,,,,
P169,Fig. 10d,,,,
P169,Fig. 9a,,,,
P169,Fig. 9e,,,,
P169,Fig. 2,,,,
P169,Fig. 8,,,,
P169,Fig. 1,,,,
P169,Fig. 11c,,,,
P169,Fig. 5e,,,,
P169,Fig. 5a,,,,
P169,Fig. 10,,,,
P169,Fig. 11,,,,
P169,Fig. 5f,,,,
P169,Fig. 9b,,,,
P169,Fig. 4b,,,,
P169,Fig. 9f,,,,
P169,Fig. 11f,,,,
P169,Fig. 6f,,,,
P169,Fig. 10c,,,,
P169,Fig. 12,,,,
P169,Fig. 6a,,,,
P169,Fig. 9c,,,,
P169,Fig. 6e,,,,
P169,Fig. 9d,,,,
P169,Fig. 11a,,,,
P169,Fig. 10f,,,,
P169,Fig. 10a,,,,
P169,Fig. 11e,,,,
P169,Fig. 6,,,,
P169,Fig. 11b,,,,
P169,Fig. 5b,,,,
P169,Fig. 3,,,,
P169,Fig. 4c,,,,
P169,Fig. 6c,,,,
P169,Fig. 5,,,,
P170,Fig. 2,,,,
P170,Fig. 4,,,,
P170,Fig. 5f,,,,
P170,Fig. 1,,,,
P170,Fig. 7,,,,
P170,Fig. 6,,,,
P170,Fig. 3,,,,
P170,Fig. 5,,,,
P171,Fig. 4d,,,,
P171,Fig. 6b,,,,
P171,Fig. 2b,,,,
P171,Fig. 6d,,,,
P171,Fig. 4a,,,,
P171,Fig. 4,,,,
P171,Fig. 5d,,,,
P171,Fig. 5g,,,,
P171,Fig. 1f,,,,
P171,Fig. 3e,,,,
P171,Fig. 1a,,,,
P171,Fig. 3b,,,,
P171,Fig. 1g,,,,
P171,Fig. 6c,,,,
P171,Fig. 2f,,,,
P171,Fig. 5c,,,,
P171,Fig. 4f,,,,
P171,Fig. 2,,,,
P171,Fig. 1b,,,,
P171,Fig. 1,,,,
P171,Fig. 5e,,,,
P171,Fig. 5a,,,,
P171,Fig. 2g,,,,
P171,Fig. 5h,,,,
P171,Fig. 5f,,,,
P171,Fig. 3c,,,,
P171,Fig. 3a,,,,
P171,Fig. 4b,,,,
P171,Fig. 4e,,,,
P171,Fig. 1h,,,,
P171,Fig. 2c,,,,
P171,Fig. 1c,,,,
P171,Fig. 5i,,,,
P171,Fig. 3f,,,,
P171,Fig. 6a,,,,
P171,Fig. 1d,,,,
P171,Fig. 2h,,,,
P171,Fig. 6e,,,,
P171,Fig. 1e,,,,
P171,Fig. 3d,,,,
P171,Fig. 6,,,,
P171,Fig. 5b,,,,
P171,Fig. 3,,,,
P171,Fig. 4c,,,,
P171,Fig. 2a,,,,
P171,Fig. 5,,,,
P172,Fig. 4d,,,,
P172,Fig. 4a,,,,
P172,Fig. 4,,,,
P172,Fig. 3g,,,,
P172,Fig. 1a,,,,
P172,Fig. 2i,,,,
P172,Fig. 1g,,,,
P172,Fig. 4f,,,,
P172,Fig. 2,,,,
P172,Fig. 1b,,,,
P172,Fig. 4g,,,,
P172,Fig. 1,,,,
P172,Fig. 2g,,,,
P172,Fig. 2e,,,,
P172,Fig. 3a,,,,
P172,Fig. 4b,,,,
P172,Fig. 4e,,,,
P172,Fig. 2c,,,,
P172,Fig. 1c,,,,
P172,Fig. 1d,,,,
P172,Fig. 1e,,,,
P172,Fig. 3d,,,,
P172,Fig. 3,,,,
P172,Fig. 4c,,,,
P172,Fig. 2a,,,,
P173,Fig. 2d,,,,
P173,Fig. 4a,,,,
P173,Fig. 4,,,,
P173,Fig. 3g,,,,
P173,Fig. 3e,,,,
P173,Fig. 1a,,,,
P173,Fig. 3b,,,,
P173,Fig. 2i,,,,
P173,Fig. 3h,,,,
P173,Fig. 2f,,,,
P173,Fig. 4f,,,,
P173,Fig. 2,,,,
P173,Fig. 1b,,,,
P173,Fig. 1,,,,
P173,Fig. 2g,,,,
P173,Fig. 3c,,,,
P173,Fig. 3a,,,,
P173,Fig. 4b,,,,
P173,Fig. 4e,,,,
P173,Fig. 2c,,,,
P173,Fig. 1c,,,,
P173,Fig. 2j,,,,
P173,Fig. 3f,,,,
P173,Fig. 2h,,,,
P173,Fig. 1d,,,,
P173,Fig. 3,,,,
P173,Fig. 2k,,,,
P173,Fig. 4c,,,,
P173,Fig. 2a,,,,
P174,Fig. 2d,,,,
P174,Fig. 2b,,,,
P174,Fig. 1f,,,,
P174,Fig. 3e,,,,
P174,Fig. 1a,,,,
P174,Fig. 3b,,,,
P174,Fig. 1g,,,,
P174,Fig. 2f,,,,
P174,Fig. 1b,,,,
P174,Fig. 1,,,,
P174,Fig. 1i,,,,
P174,Fig. 2e,,,,
P174,Fig. 3a,,,,
P174,Fig. 1j,,,,
P174,Fig. 1h,,,,
P174,Fig. 2c,,,,
P174,Fig. 1c,,,,
P174,Fig. 1d,,,,
P174,Fig. 1e,,,,
P174,Fig. 3,,,,
P174,Fig. 2a,,,,
P175,Fig. 4d,,,,
P175,Fig. 6b,,,,
P175,Fig. 10e,,,,
P175,Fig. 2d,,,,
P175,Fig. 2b,,,,
P175,Fig. 6d,,,,
P175,Fig. 4a,,,,
P175,Fig. 4,,,,
P175,Fig. 7b,,,,
P175,Fig. 8d,,,,
P175,Fig. 5d,,,,
P175,Fig. 7,,,,
P175,Fig. 10b,,,,
P175,Fig. 11d,,,,
P175,Fig. 13a,,,,
P175,Fig. 3e,,,,
P175,Fig. 12c,,,,
P175,Fig. 3b,,,,
P175,Fig. 9,,,,
P175,Fig. 12b,,,,
P175,Fig. 6c,,,,
P175,Fig. 5c,,,,
P175,Fig. 9e,,,,
P175,Fig. 9a,,,,
P175,Fig. 10d,,,,
P175,Fig. 2,,,,
P175,Fig. 8,,,,
P175,Fig. 1,,,,
P175,Fig. 13b,,,,
P175,Fig. 11c,,,,
P175,Fig. 5e,,,,
P175,Fig. 13c,,,,
P175,Fig. 5a,,,,
P175,Fig. 7d,,,,
P175,Fig. 12d,,,,
P175,Fig. 10,,,,
P175,Fig. 11,,,,
P175,Fig. 3c,,,,
P175,Fig. 3a,,,,
P175,Fig. 9b,,,,
P175,Fig. 4b,,,,
P175,Fig. 2c,,,,
P175,Fig. 7a,,,,
P175,Fig. 7c,,,,
P175,Fig. 8a,,,,
P175,Fig. 10c,,,,
P175,Fig. 12,,,,
P175,Fig. 3f,,,,
P175,Fig. 6a,,,,
P175,Fig. 8b,,,,
P175,Fig. 9c,,,,
P175,Fig. 6e,,,,
P175,Fig. 9d,,,,
P175,Fig. 11a,,,,
P175,Fig. 12e,,,,
P175,Fig. 12a,,,,
P175,Fig. 10a,,,,
P175,Fig. 11e,,,,
P175,Fig. 3d,,,,
P175,Fig. 6,,,,
P175,Fig. 8c,,,,
P175,Fig. 5b,,,,
P175,Fig. 3,,,,
P175,Fig. 4c,,,,
P175,Fig. 2a,,,,
P175,Fig. 5,,,,
P176,Fig. 2,,,,
P176,Fig. 4,,,,
P176,Fig. 8,,,,
P176,Fig. 1,,,,
P176,Fig. 7,,,,
P176,Fig. 6,,,,
P176,Fig. 3,,,,
P176,Fig. 9,,,,
P176,Fig. 5,,,,
P177,Fig. 2,,,,
P177,Fig. 1,,,,
P177,Fig. 3,,,,
P178,Fig. 6b,,,,
P178,Fig. 2b,,,,
P178,Fig. 4a,,,,
P178,Fig. 4,,,,
P178,Fig. 7b,,,,
P178,Fig. 5d,,,,
P178,Fig. 7,,,,
P178,Fig. 1a,,,,
P178,Fig. 3b,,,,
P178,Fig. 5c,,,,
P178,Fig. 2,,,,
P178,Fig. 1b,,,,
P178,Fig. 1,,,,
P178,Fig. 5a,,,,
P178,Fig. 7d,,,,
P178,Fig. 3c,,,,
P178,Fig. 3a,,,,
P178,Fig. 2c,,,,
P178,Fig. 7a,,,,
P178,Fig. 7c,,,,
P178,Fig. 7f,,,,
P178,Fig. 6a,,,,
P178,Fig. 7e,,,,
P178,Fig. 6,,,,
P178,Fig. 5b,,,,
P178,Fig. 3,,,,
P178,Fig. 4c,,,,
P178,Fig. 2a,,,,
P178,Fig. 5,,,,
P179,Fig. 4d,,,,
P179,Fig. 2d,,,,
P179,Fig. 2b,,,,
P179,Fig. 4a,,,,
P179,Fig. 5d,,,,
P179,Fig. 1f,,,,
P179,Fig. 3e,,,,
P179,Fig. 1a,,,,
P179,Fig. 3b,,,,
P179,Fig. 1g,,,,
P179,Fig. 5c,,,,
P179,Fig. 4f,,,,
P179,Fig. 5j,,,,
P179,Fig. 2,,,,
P179,Fig. 1b,,,,
P179,Fig. 4g,,,,
P179,Fig. 5e,,,,
P179,Fig. 5a,,,,
P179,Fig. 2g,,,,
P179,Fig. 5f,,,,
P179,Fig. 3a,,,,
P179,Fig. 4b,,,,
P179,Fig. 4e,,,,
P179,Fig. 2c,,,,
P179,Fig. 3i,,,,
P179,Fig. 1c,,,,
P179,Fig. 5i,,,,
P179,Fig. 3f,,,,
P179,Fig. 1d,,,,
P179,Fig. 5k,,,,
P179,Fig. 5b,,,,
P179,Fig. 4c,,,,
P179,Fig. 2a,,,,
P180,Fig. 4d,,,,
P180,Fig. 4a,,,,
P180,Fig. 4,,,,
P180,Fig. 7b,,,,
P180,Fig. 7,,,,
P180,Fig. 1a,,,,
P180,Fig. 9,,,,
P180,Fig. 9a,,,,
P180,Fig. 2,,,,
P180,Fig. 8,,,,
P180,Fig. 1b,,,,
P180,Fig. 1,,,,
P180,Fig. 5a,,,,
P180,Fig. 7d,,,,
P180,Fig. 10,,,,
P180,Fig. 3a,,,,
P180,Fig. 9b,,,,
P180,Fig. 4b,,,,
P180,Fig. 1c,,,,
P180,Fig. 7a,,,,
P180,Fig. 7c,,,,
P180,Fig. 7f,,,,
P180,Fig. 7e,,,,
P180,Fig. 9c,,,,
P180,Fig. 6,,,,
P180,Fig. 5b,,,,
P180,Fig. 3,,,,
P180,Fig. 4c,,,,
P180,Fig. 5,,,,
P181,Fig. 2,,,,
P181,Fig. 4,,,,
P181,Fig. 8,,,,
P181,Fig. 1,,,,
P181,Fig. 7,,,,
P181,Fig. 6,,,,
P181,Fig. 3,,,,
P181,Fig. 9,,,,
P181,Fig. 5,,,,
P182,Fig. 1d,,,,
P182,Fig. 3a,,,,
P182,Fig. 2b,,,,
P182,Fig. 2,,,,
P182,Fig. 2c,,,,
P182,Fig. 1b,,,,
P182,Fig. 1c,,,,
P182,Fig. 1,,,,
P182,Fig. 4,,,,
P182,Fig. 1a,,,,
P182,Fig. 3b,,,,
P182,Fig. 6,,,,
P182,Fig. 5a,,,,
P182,Fig. 2j,,,,
P182,Fig. 3,,,,
P182,Fig. 2a,,,,
P182,Fig. 5,,,,
P183,Fig. 4d,,,,
P183,Fig. 6b,,,,
P183,Fig. 2d,,,,
P183,Fig. 2b,,,,
P183,Fig. 6d,,,,
P183,Fig. 4a,,,,
P183,Fig. 4,,,,
P183,Fig. 7,,,,
P183,Fig. 1a,,,,
P183,Fig. 6i,,,,
P183,Fig. 7j,,,,
P183,Fig. 2,,,,
P183,Fig. 1b,,,,
P183,Fig. 1,,,,
P183,Fig. 6g,,,,
P183,Fig. 7d,,,,
P183,Fig. 7g,,,,
P183,Fig. 4b,,,,
P183,Fig. 1c,,,,
P183,Fig. 6h,,,,
P183,Fig. 7p,,,,
P183,Fig. 6f,,,,
P183,Fig. 7a,,,,
P183,Fig. 1d,,,,
P183,Fig. 6e,,,,
P183,Fig. 6,,,,
P183,Fig. 5b,,,,
P183,Fig. 3,,,,
P183,Fig. 6c,,,,
P183,Fig. 5,,,,
P184,Fig. 2,,,,
P184,Fig. 4,,,,
P184,Fig. 1,,,,
P184,Fig. 3,,,,
P185,Fig. 2,,,,
P185,Fig. 1,,,,
P185,Fig. 3,,,,
P186,Fig. 4d,,,,
P186,Fig. 2d,,,,
P186,Fig. 2b,,,,
P186,Fig. 4a,,,,
P186,Fig. 4,,,,
P186,Fig. 1f,,,,
P186,Fig. 1a,,,,
P186,Fig. 3b,,,,
P186,Fig. 1g,,,,
P186,Fig. 2,,,,
P186,Fig. 1b,,,,
P186,Fig. 1,,,,
P186,Fig. 2e,,,,
P186,Fig. 3a,,,,
P186,Fig. 4b,,,,
P186,Fig. 2c,,,,
P186,Fig. 1c,,,,
P186,Fig. 1d,,,,
P186,Fig. 1e,,,,
P186,Fig. 3,,,,
P186,Fig. 4c,,,,
P186,Fig. 2a,,,,
P187,Fig. 5c,,,,
P187,Fig. 6b,,,,
P187,Fig. 2,,,,
P187,Fig. 4,,,,
P187,Fig. 1,,,,
P187,Fig. 5a,,,,
P187,Fig. 5b,,,,
P187,Fig. 3,,,,
P187,Fig. 6a,,,,
P187,Fig. 6c,,,,
P188,Fig. 4b,,,,
P188,Fig. 2,,,,
P188,Fig. 4,,,,
P188,Fig. 1,,,,
P188,Fig. 3,,,,
P189,Fig. 9a,,,,
P189,Fig. 10s,,,,
P189,Fig. 13,,,,
P189,Fig. 2,,,,
P189,Fig. 4,,,,
P189,Fig. 8,,,,
P189,Fig. 11,,,,
P189,Fig. 1,,,,
P189,Fig. 7,,,,
P189,Fig. 12s,,,,
P189,Fig. 6,,,,
P189,Fig. 3,,,,
P189,Fig. 9,,,,
P189,Fig. 12,,,,
P189,Fig. 10,,,,
P189,Fig. 12b,,,,
P189,Fig. 1s,,,,
P189,Fig. 5,,,,
P190,Fig. 2b,,,,
P190,Fig. 2c,,,,
P190,Fig. 2,,,,
P190,Fig. 1,,,,
P190,Fig. 2a,,,,
P191,Fig. 4,,,,
P191,Fig. 2s,,,,
P191,Fig. 2,,,,
P191,Fig. 8,,,,
P191,Fig. 1,,,,
P191,Fig. 7,,,,
P191,Fig. 6,,,,
P191,Fig. 3,,,,
P191,Fig. 9,,,,
P191,Fig. 10,,,,
P191,Fig. 7s,,,,
P191,Fig. 11,,,,
P191,Fig. 5,,,,
P192,Fig. 2e,,,,
P192,Fig. 2d,,,,
P192,Fig. 2b,,,,
P192,Fig. 2,,,,
P192,Fig. 2c,,,,
P192,Fig. 1,,,,
P192,Fig. 2a,,,,
P193,Fig. 4d,,,,
P193,Fig. 6b,,,,
P193,Fig. 2d,,,,
P193,Fig. 2b,,,,
P193,Fig. 6d,,,,
P193,Fig. 4,,,,
P193,Fig. 4a,,,,
P193,Fig. 7b,,,,
P193,Fig. 8d,,,,
P193,Fig. 5d,,,,
P193,Fig. 6l,,,,
P193,Fig. 5g,,,,
P193,Fig. 1f,,,,
P193,Fig. 7,,,,
P193,Fig. 3e,,,,
P193,Fig. 3b,,,,
P193,Fig. 6c,,,,
P193,Fig. 5c,,,,
P193,Fig. 2,,,,
P193,Fig. 8,,,,
P193,Fig. 1,,,,
P193,Fig. 5e,,,,
P193,Fig. 5a,,,,
P193,Fig. 5f,,,,
P193,Fig. 3c,,,,
P193,Fig. 3a,,,,
P193,Fig. 2e,,,,
P193,Fig. 4b,,,,
P193,Fig. 2c,,,,
P193,Fig. 1c,,,,
P193,Fig. 7c,,,,
P193,Fig. 8a,,,,
P193,Fig. 6a,,,,
P193,Fig. 8b,,,,
P193,Fig. 1d,,,,
P193,Fig. 6e,,,,
P193,Fig. 1e,,,,
P193,Fig. 8e,,,,
P193,Fig. 3d,,,,
P193,Fig. 6,,,,
P193,Fig. 5b,,,,
P193,Fig. 3,,,,
P193,Fig. 4c,,,,
P193,Fig. 2a,,,,
P193,Fig. 5,,,,
P194,Fig. 2,,,,
P194,Fig. 4,,,,
